,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Scenario,Replication,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income
0,0,0,22,4,M,383.912,1,2,"[4, 9, 6]","[0.56, 0.456, 0]",263.0,525,722,,,71.0,Lower Tertiary,1,1,5,5,637.092,462.014,,,,
1,1,0,59,2,F,572.317,1,1,"[3, 7, 9]","[0.26, 0.608, 0]",,,,,,,Lower Secondary,1,1,,,,,,,,
2,10,0,35,3,F,361.28,1,2,"[9, 6, 4]","[0.57, 0.361, 0]",300.0,619,,,,486.0,Upper Secondary,1,1,5,,448.955,,,,,
3,100,0,17,3,M,611.264,1,3,"[4, 4, 8]","[0.42, 0.535, 0]",305.0,790,942,,,512.0,Upper Secondary,1,1,4,4,774.833,735.328,,,,
4,1000,29,0,4,M,758.568,5,7,"[4, 10, 9]","[0.56, 0.948, 0.709]",353.0,1177,1203,843,880,979.0,Lower Tertiary,1,1,3,3,790.502,781.487,3,1,141.328,713.025
5,1001,29,0,5,F,798.0,5,6,"[1, 9, 4]","[0.55, 0.948, 0.802]",400.0,1214,1242,856,867,1019.0,Upper Tertiary,1,1,4,3,750.745,729.31,3,4,238.678,164.423
6,1002,29,0,1,M,783.754,4,5,"[6, 2, 9]","[0.16, 0.588, 0.94]",470.0,1100,1157,811,878,932.0,Primary,1,1,2,2,171.888,35.796,4,5,777.289,776.001
7,1003,29,0,4,M,170.722,4,5,"[1, 9, 7]","[0.44, 0.203, 0.98]",490.0,1105,1130,792,849,915.0,Lower Tertiary,1,1,3,4,745.656,732.166,3,5,716.927,571.813
8,1004,29,0,4,F,233.538,5,7,"[8, 5, 6]","[0.72, 0.219, 0.752]",376.0,1361,1377,789,815,1135.0,Lower Tertiary,1,1,5,4,581.508,641.749,5,3,778.548,790.186
9,1005,30,0,3,F,380.214,5,7,"[1, 7, 1]","[0.33, 0.404, 0.922]",461.0,1231,1323,911,914,1065.0,Upper Secondary,1,1,3,4,135.017,591.372,5,3,726.858,529.671
10,1006,30,0,5,F,606.99,5,7,"[10, 9, 7]","[1.0, 0.721, 0.958]",478.0,1271,1290,854,830,1185.0,Upper Tertiary,1,1,3,1,748.689,760.31,4,4,231.443,263.21
11,1007,30,0,5,F,504.166,4,5,"[4, 3, 6]","[0.7, 0.41, 0.865]",429.0,1244,1278,840,882,1075.0,Upper Tertiary,1,1,4,4,242.806,192.19,5,4,677.819,659.486
12,1008,30,0,4,F,692.57,5,7,"[9, 2, 2]","[0.76, 0.519, 0.839]",417.0,1269,1346,857,874,1149.0,Lower Tertiary,1,1,5,5,601.027,376.026,3,3,165.481,773.882
13,1009,30,0,5,F,776.833,4,5,"[9, 5, 5]","[0.95, 0.728, 0.976]",486.0,1227,,872,881,1078.0,Upper Tertiary,1,1,5,,643.576,,4,4,193.254,156.701
14,101,0,23,5,F,380.95,1,2,"[3, 1, 9]","[0.65, 0.262, 0]",357.0,506,600,,,77.0,Upper Tertiary,1,1,4,5,150.82,512.854,,,,
15,1010,30,0,5,M,697.925,5,6,"[8, 9, 3]","[0.9, 0.829, 0.725]",361.0,1166,1253,887,926,965.0,Upper Tertiary,1,1,5,4,636.026,668.963,4,5,111.685,396.603
16,1011,30,0,4,F,614.866,4,6,"[5, 2, 1]","[0.6, 0.461, 0.835]",414.0,1218,1281,841,944,1087.0,Lower Tertiary,1,1,4,4,705.585,649.093,1,2,37.545,328.848
17,1012,30,0,3,M,75.575,5,7,"[7, 1, 3]","[0.51, 0.052, 0.825]",409.0,,,894,975,992.0,Upper Secondary,1,1,,,,,5,2,393.374,17.112
18,1013,30,0,4,F,271.481,4,6,"[4, 9, 10]","[0.56, 0.322, 0.837]",415.0,1241,1329,850,838,1137.0,Lower Tertiary,1,1,3,4,650.549,503.928,5,4,701.254,787.974
19,1014,30,0,5,F,788.482,5,7,"[7, 1, 1]","[0.85, 0.542, 0.885]",440.0,1255,1288,778,844,1070.0,Upper Tertiary,1,1,5,4,532.924,32.318,5,5,662.177,754.94
20,1015,30,0,4,M,786.505,4,6,"[1, 4, 7]","[0.44, 0.688, 0.992]",492.0,1252,1275,836,846,997.0,Lower Tertiary,1,1,5,3,376.968,157.403,5,4,745.975,790.229
21,1016,30,0,2,F,631.97,5,6,"[10, 5, 6]","[0.4, 0.592, 0.778]",386.0,1268,1306,827,837,1043.0,Lower Secondary,1,1,2,5,124.905,477.346,2,2,715.008,670.67
22,1017,30,0,5,F,451.987,4,6,"[4, 3, 1]","[0.7, 0.367, 0.99]",490.0,1219,1289,873,883,1161.0,Upper Tertiary,1,1,1,3,279.219,7.161,5,4,482.354,610.713
23,1018,30,0,5,F,654.66,4,6,"[6, 1, 7]","[0.8, 0.45, 0.889]",440.0,1238,1279,761,773,1057.0,Upper Tertiary,1,1,4,5,513.776,624.917,5,3,581.991,765.135
24,1019,30,0,4,M,382.007,4,5,"[1, 9, 8]","[0.44, 0.454, 0.644]",319.0,1214,1242,825,855,1001.0,Lower Tertiary,1,1,4,3,750.745,729.31,2,4,143.881,68.884
25,102,0,49,2,M,342.165,1,1,"[10, 6, 6]","[0.4, 0.342, 0]",,,,,,,Lower Secondary,1,1,,,,,,,,
26,1020,30,0,3,F,21.695,5,6,"[2, 1, 3]","[0.36, 0.015, 0.317]",157.0,1223,1300,856,867,1074.0,Upper Secondary,1,1,5,5,532.908,795.865,3,4,238.678,164.423
27,1021,30,0,5,M,782.911,5,6,"[1, 2, 8]","[0.55, 0.587, 0.747]",370.0,1159,1197,898,958,963.0,Upper Tertiary,1,1,4,4,79.349,164.354,5,5,770.616,593.899
28,1022,30,0,4,F,15.425,5,6,"[4, 3, 3]","[0.56, 0.013, 0.982]",487.0,1225,1328,848,899,1084.0,Lower Tertiary,1,1,5,5,665.029,790.261,4,5,618.267,625.366
29,1023,30,0,5,F,613.541,4,6,"[2, 9, 7]","[0.6, 0.729, 0.821]",407.0,1332,1404,839,885,1112.0,Upper Tertiary,1,1,5,3,739.885,775.109,4,3,467.772,695.144
30,1024,30,0,5,F,798.831,4,6,"[6, 1, 1]","[0.8, 0.549, 0.95]",472.0,1264,1276,853,896,1118.0,Upper Tertiary,1,1,5,5,577.259,383.372,5,5,750.055,794.206
31,1025,30,0,5,M,228.96,5,6,"[6, 3, 8]","[0.8, 0.186, 0.948]",472.0,1210,1220,785,777,998.0,Upper Tertiary,1,1,4,5,20.679,680.678,5,5,521.053,215.277
32,1026,30,0,3,M,302.026,5,6,"[6, 1, 6]","[0.48, 0.208, 0.829]",413.0,1147,1156,875,892,952.0,Upper Secondary,1,1,2,4,141.41,537.57,4,5,710.672,773.011
33,1027,30,0,5,M,746.909,4,6,"[3, 3, 9]","[0.65, 0.607, 0.585]",292.0,1199,1207,870,904,971.0,Upper Tertiary,1,1,3,5,749.196,799.612,4,3,753.626,387.509
34,1028,30,0,5,F,653.765,4,5,"[10, 10, 4]","[1.0, 0.817, 0.896]",448.0,1232,1299,798,812,1077.0,Upper Tertiary,1,1,5,5,791.13,794.857,5,4,400.677,548.866
35,1029,30,0,4,M,384.732,4,6,"[7, 8, 3]","[0.68, 0.433, 0.712]",356.0,1076,1112,876,890,923.0,Lower Tertiary,1,1,5,3,450.026,712.932,4,2,101.77,103.261
36,103,0,37,4,F,516.068,1,2,"[6, 4, 9]","[0.64, 0.452, 0]",231.0,612,,,,494.0,Lower Tertiary,1,1,5,,495.949,,,,,
37,1030,30,0,5,F,778.779,4,5,"[7, 6, 7]","[0.85, 0.779, 0.992]",496.0,1254,1314,794,859,1050.0,Upper Tertiary,1,1,2,3,783.446,629.822,4,4,729.389,734.939
38,1031,30,0,5,F,710.057,4,5,"[1, 1, 5]","[0.55, 0.488, 0.81]",405.0,1246,,905,943,1076.0,Upper Tertiary,1,1,5,,737.679,,5,4,272.956,732.787
39,1032,30,0,3,F,277.494,4,6,"[3, 5, 4]","[0.39, 0.26, 0.984]",492.0,1221,1295,884,919,1083.0,Upper Secondary,1,1,3,3,300.027,476.544,5,4,686.003,759.123
40,1033,30,0,4,F,169.934,5,6,"[1, 2, 4]","[0.44, 0.127, 0.86]",430.0,1217,1250,819,862,1089.0,Lower Tertiary,1,1,5,5,521.646,518.18,4,5,62.713,352.147
41,1034,30,0,4,M,235.197,4,5,"[5, 8, 3]","[0.6, 0.265, 0.83]",414.0,1200,1205,799,805,989.0,Lower Tertiary,1,1,4,4,40.209,312.689,5,3,788.461,286.833
42,1035,30,0,3,F,747.452,4,6,"[3, 1, 9]","[0.39, 0.514, 0.984]",490.0,1256,1287,771,784,1093.0,Upper Secondary,1,1,1,2,65.335,43.404,4,3,655.566,799.923
43,1036,30,0,5,F,744.067,5,6,"[10, 9, 4]","[1.0, 0.884, 0.758]",378.0,1285,1382,860,889,1170.0,Upper Tertiary,1,1,5,5,722.268,764.179,5,5,506.19,521.835
44,1037,30,0,3,M,784.15,5,7,"[4, 8, 4]","[0.42, 0.882, 0.625]",312.0,1193,1208,843,880,967.0,Upper Secondary,1,1,5,4,785.274,792.978,3,1,141.328,713.025
45,1038,30,0,5,F,335.855,4,6,"[7, 2, 6]","[0.85, 0.252, 0.92]",460.0,1251,1303,793,802,1103.0,Upper Tertiary,1,1,5,4,712.461,205.409,5,4,372.423,179.66
46,1039,30,0,4,M,581.074,4,6,"[3, 9, 1]","[0.52, 0.69, 0.888]",444.0,1178,,829,831,969.0,Lower Tertiary,1,1,5,,719.068,,4,4,509.107,296.501
47,104,0,46,3,M,581.825,1,1,"[9, 7, 7]","[0.57, 0.618, 0]",182.0,547,,,,32.0,Upper Secondary,1,1,3,,622.121,,,,,
48,1040,30,0,3,M,626.908,4,6,"[10, 2, 9]","[0.6, 0.47, 0.482]",241.0,1182,1189,801,814,956.0,Upper Secondary,1,1,5,4,492.135,81.698,4,3,711.605,763.791
49,1041,30,0,1,F,56.285,5,6,"[10, 10, 2]","[0.2, 0.07, 0.848]",424.0,1224,1296,774,788,1072.0,Primary,1,1,1,2,589.668,630.947,4,1,774.33,691.692
50,1042,30,0,5,M,708.224,4,5,"[5, 3, 8]","[0.75, 0.575, 0.908]",454.0,1179,1213,763,779,973.0,Upper Tertiary,1,1,5,4,403.449,167.456,4,5,755.685,593.162
51,1043,30,0,4,M,317.047,4,5,"[1, 6, 5]","[0.44, 0.317, 0.754]",377.0,1268,1306,879,886,1016.0,Lower Tertiary,1,1,2,5,124.905,477.346,5,3,537.707,435.079
52,1044,30,0,1,M,273.015,4,5,"[5, 6, 10]","[0.15, 0.273, 0.878]",439.0,1110,1137,845,869,934.0,Primary,1,1,3,2,556.022,320.644,1,2,588.889,529.349
53,1045,30,0,5,M,295.039,4,5,"[4, 6, 6]","[0.7, 0.295, 0.746]",373.0,1211,1240,768,772,996.0,Upper Tertiary,1,1,4,5,767.492,435.394,3,5,787.962,726.573
54,1046,30,0,4,F,487.175,4,6,"[5, 4, 9]","[0.6, 0.426, 0.91]",455.0,1261,1324,786,800,1157.0,Lower Tertiary,1,1,5,3,523.643,131.968,3,2,764.358,18.384
55,1047,30,0,5,M,794.6,5,7,"[3, 10, 2]","[0.65, 0.993, 0.711]",354.0,1196,1245,833,826,986.0,Upper Tertiary,1,1,5,5,798.062,797.784,5,5,793.034,780.513
56,1048,30,0,3,M,118.448,4,6,"[5, 2, 1]","[0.45, 0.089, 0.779]",387.0,1204,1209,851,902,988.0,Upper Secondary,1,1,3,5,28.589,207.772,5,4,631.453,702.658
57,1049,30,0,5,F,782.438,4,6,"[5, 2, 7]","[0.75, 0.587, 0.921]",456.0,1247,1312,756,752,1090.0,Upper Tertiary,1,1,4,4,5.655,21.995,5,5,774.986,781.049
58,105,0,54,1,F,99.258,1,1,"[10, 4, 10]","[0.2, 0.087, 0]",480.0,,,,,,Primary,1,1,,,,,,,,
59,1050,30,0,3,M,621.759,5,6,"[3, 8, 2]","[0.39, 0.699, 0.937]",464.0,1254,1314,817,877,1030.0,Upper Secondary,1,1,2,3,783.446,629.822,5,4,669.327,712.603
60,1051,30,0,4,M,735.289,5,7,"[6, 1, 1]","[0.64, 0.506, 0.933]",461.0,1161,1212,807,828,960.0,Lower Tertiary,1,1,5,5,358.764,447.142,5,3,586.122,750.503
61,1052,30,0,3,F,523.688,4,6,"[4, 1, 10]","[0.42, 0.36, 0.952]",471.0,1266,1283,891,903,1127.0,Upper Secondary,1,1,5,3,355.091,75.242,2,1,194.207,625.195
62,1053,30,0,3,F,207.138,4,6,"[9, 6, 7]","[0.57, 0.207, 0.921]",457.0,1233,1386,804,842,1059.0,Upper Secondary,1,1,4,5,585.025,483.605,4,4,319.637,509.672
63,1054,30,0,2,F,263.641,4,5,"[9, 9, 8]","[0.38, 0.313, 0.877]",436.0,1237,1305,787,820,1106.0,Lower Secondary,1,1,4,5,733.806,719.695,5,5,584.975,798.444
64,1055,30,0,3,F,745.791,5,7,"[2, 4, 10]","[0.36, 0.653, 0.966]",481.0,1263,1333,897,909,1132.0,Upper Secondary,1,1,5,5,679.411,311.476,5,5,785.22,652.553
65,1056,30,0,1,F,786.744,4,6,"[5, 9, 5]","[0.15, 0.934, 0.503]",251.0,1258,1284,770,796,1136.0,Primary,1,1,5,5,787.922,759.152,1,1,787.417,356.012
66,1057,30,0,4,M,326.545,4,6,"[9, 8, 1]","[0.76, 0.367, 0.631]",315.0,1238,1279,795,816,1018.0,Lower Tertiary,1,1,4,5,513.776,624.917,1,3,691.774,773.631
67,1058,30,0,3,F,391.473,4,6,"[2, 3, 5]","[0.36, 0.318, 0.95]",475.0,1316,1336,791,808,1095.0,Upper Secondary,1,1,4,3,655.45,712.712,2,3,796.237,16.178
68,1059,31,0,3,M,156.844,4,6,"[8, 7, 5]","[0.54, 0.167, 0.432]",215.0,1233,1386,884,919,1053.0,Upper Secondary,1,1,4,5,585.025,483.605,5,4,686.003,759.123
69,106,0,29,4,M,517.483,1,2,"[1, 9, 6]","[0.44, 0.615, 0]",280.0,,,,,427.0,Lower Tertiary,1,1,,,,,,,,
70,1060,31,0,5,F,741.843,4,5,"[9, 3, 5]","[0.95, 0.603, 0.996]",497.0,1243,1297,905,943,1199.0,Upper Tertiary,1,1,2,1,107.256,3.713,5,4,272.956,732.787
71,1061,31,0,2,F,539.336,4,6,"[4, 10, 7]","[0.28, 0.674, 0.774]",387.0,1226,1280,891,903,1128.0,Lower Secondary,1,1,4,4,742.593,719.919,2,1,194.207,625.195
72,1062,31,0,4,F,113.438,4,5,"[7, 9, 5]","[0.68, 0.135, 0.956]",477.0,1229,,780,835,1098.0,Lower Tertiary,1,1,3,,531.36,,5,5,446.899,293.239
73,1063,31,0,4,F,518.542,4,6,"[2, 10, 6]","[0.48, 0.648, 0.904]",452.0,1292,1330,829,831,1245.0,Lower Tertiary,1,1,4,4,798.961,799.865,4,4,509.107,296.501
74,1064,31,0,4,F,155.15,6,8,"[1, 7, 6]","[0.44, 0.165, 0.954]",477.0,1260,1354,913,953,1168.0,Lower Tertiary,1,1,3,5,332.16,494.615,4,5,642.391,407.013
75,1065,31,0,4,M,4.549,4,6,"[1, 2, 5]","[0.44, 0.003, 0.799]",398.0,1231,1323,868,900,1005.0,Lower Tertiary,1,1,3,4,135.017,591.372,4,5,124.125,359.436
76,1066,31,0,5,F,716.659,5,6,"[6, 4, 1]","[0.8, 0.627, 0.559]",278.0,1259,1326,898,958,1123.0,Upper Tertiary,1,1,5,4,749.756,308.038,5,5,770.616,593.899
77,1067,31,0,3,F,590.309,4,6,"[3, 9, 2]","[0.39, 0.701, 0.936]",465.0,1230,1274,850,838,1164.0,Upper Secondary,1,1,4,4,689.87,728.707,5,4,701.254,787.974
78,1068,31,0,3,F,746.803,4,6,"[1, 9, 10]","[0.33, 0.887, 0.767]",382.0,1235,1320,906,921,1124.0,Upper Secondary,1,1,5,5,772.219,757.302,3,3,653.903,200.2
79,1069,31,0,4,F,764.949,5,7,"[10, 2, 10]","[0.8, 0.574, 0.876]",437.0,1249,1405,807,828,1131.0,Lower Tertiary,1,1,5,4,396.063,575.164,5,3,586.122,750.503
80,107,0,51,1,F,86.371,1,1,"[10, 8, 8]","[0.2, 0.097, 0]",,,,,,,Primary,1,1,,,,,,,,
81,1070,31,0,5,M,497.361,4,6,"[8, 2, 1]","[0.9, 0.373, 0.633]",316.0,1255,1288,920,928,1014.0,Upper Tertiary,1,1,5,4,532.924,32.318,4,5,714.971,790.914
82,1071,31,0,4,F,608.79,5,7,"[3, 5, 1]","[0.52, 0.571, 0.806]",403.0,1257,1273,901,978,1165.0,Lower Tertiary,1,1,3,3,320.462,332.873,3,3,288.856,357.82
83,1072,31,0,1,M,200.698,4,6,"[2, 5, 4]","[0.12, 0.188, 0.976]",488.0,1224,1296,776,809,1041.0,Primary,1,1,1,2,589.668,630.947,5,5,622.114,647.11
84,1073,31,0,2,F,775.516,4,5,"[3, 2, 9]","[0.26, 0.582, 0.778]",389.0,1265,1311,852,893,1108.0,Lower Secondary,1,1,4,5,63.923,683.147,4,1,763.607,745.943
85,1074,31,0,5,M,775.168,4,6,"[4, 6, 2]","[0.7, 0.775, 0.502]",251.0,1223,1300,801,814,1020.0,Upper Tertiary,1,1,5,5,532.908,795.865,4,3,711.605,763.791
86,1075,31,0,1,M,317.635,4,5,"[3, 6, 4]","[0.13, 0.318, 0.791]",394.0,1244,1278,845,869,1007.0,Primary,1,1,4,4,242.806,192.19,1,2,588.889,529.349
87,1076,31,0,5,M,450.026,5,7,"[5, 7, 10]","[0.75, 0.478, 0.716]",356.0,1246,,923,1029,1031.0,Upper Tertiary,1,1,5,,737.679,,5,4,427.911,384.732
88,1077,31,0,4,M,791.079,4,6,"[7, 9, 7]","[0.68, 0.939, 0.718]",357.0,1232,1299,917,935,1028.0,Lower Tertiary,1,1,5,5,791.13,794.857,5,4,411.633,456.454
89,1078,31,0,5,M,769.852,4,5,"[5, 2, 4]","[0.75, 0.577, 0.759]",378.0,1227,,798,812,1009.0,Upper Tertiary,1,1,5,,643.576,,5,4,400.677,548.866
90,1079,31,0,1,F,561.773,5,6,"[9, 5, 1]","[0.19, 0.527, 0.661]",330.0,1248,1317,827,837,1130.0,Primary,1,1,4,5,691.781,734.348,2,2,715.008,670.67
91,108,0,55,3,F,261.931,1,1,"[10, 1, 4]","[0.6, 0.18, 0]",399.0,,,,,,Upper Secondary,1,1,,,,,,,,
92,1080,31,0,5,F,684.607,4,5,"[7, 2, 10]","[0.85, 0.513, 0.674]",337.0,1262,1308,792,849,1110.0,Upper Tertiary,1,1,4,5,48.55,161.554,3,5,716.927,571.813
93,1081,31,0,4,F,159.147,4,6,"[7, 4, 1]","[0.68, 0.139, 0.622]",311.0,1234,1310,797,824,1096.0,Lower Tertiary,1,1,5,3,460.609,17.873,3,5,778.645,781.301
94,1082,31,0,5,M,785.257,4,6,"[5, 8, 3]","[0.75, 0.883, 0.946]",473.0,1170,1186,786,800,957.0,Upper Tertiary,1,1,5,5,791.89,790.724,3,2,764.358,18.384
95,1083,31,0,3,M,215.268,4,6,"[7, 9, 2]","[0.51, 0.256, 0.848]",424.0,1221,1295,810,864,1032.0,Upper Secondary,1,1,3,3,300.027,476.544,5,4,647.911,289.508
96,1084,31,0,5,M,703.334,5,6,"[10, 8, 1]","[1.0, 0.791, 0.782]",391.0,1225,1328,785,777,1022.0,Upper Tertiary,1,1,5,5,665.029,790.261,5,5,521.053,215.277
97,1085,31,0,5,F,735.709,4,6,"[2, 3, 1]","[0.6, 0.598, 0.962]",480.0,1222,1315,758,790,1099.0,Upper Tertiary,1,1,4,5,437.71,642.013,4,4,453.574,774.833
98,1086,31,0,3,F,483.368,4,6,"[10, 8, 3]","[0.6, 0.544, 0.432]",216.0,1270,1313,873,883,1158.0,Upper Secondary,1,1,4,4,362.789,218.504,5,4,482.354,610.713
99,1087,31,0,5,M,409.846,5,7,"[5, 10, 4]","[0.75, 0.512, 0.778]",389.0,1218,1281,854,830,1011.0,Upper Tertiary,1,1,4,4,705.585,649.093,4,4,231.443,263.21
100,1088,31,0,5,M,632.677,5,6,"[5, 8, 8]","[0.75, 0.712, 0.944]",472.0,1216,1228,783,822,999.0,Upper Tertiary,1,1,5,5,590.684,525.498,5,5,625.871,767.789
101,1089,31,0,5,M,605.466,4,6,"[5, 7, 5]","[0.75, 0.643, 0.988]",494.0,1217,1250,870,904,1033.0,Upper Tertiary,1,1,5,5,521.646,518.18,4,3,753.626,387.509
102,109,0,53,3,F,489.502,1,1,"[3, 7, 3]","[0.39, 0.52, 0]",325.0,,,,,234.0,Upper Secondary,1,1,,,,,,,,
103,1090,31,0,5,M,738.959,5,6,"[6, 2, 3]","[0.8, 0.554, 0.986]",491.0,1247,1312,860,889,1049.0,Upper Tertiary,1,1,4,4,5.655,21.995,5,5,506.19,521.835
104,1091,31,0,5,F,771.379,5,6,"[9, 7, 10]","[0.95, 0.82, 0.988]",493.0,1239,1272,848,899,1119.0,Upper Tertiary,1,1,5,5,662.84,677.211,4,5,618.267,625.366
105,1092,31,0,5,F,733.218,4,6,"[3, 9, 6]","[0.65, 0.871, 0.914]",456.0,1236,1381,910,942,1113.0,Upper Tertiary,1,1,5,5,728.347,768.725,5,4,750.719,735.328
106,1093,31,0,5,M,796.97,4,6,"[3, 1, 2]","[0.65, 0.548, 0.984]",491.0,1256,1287,853,896,1035.0,Upper Tertiary,1,1,1,2,65.335,43.404,5,5,750.055,794.206
107,1094,31,0,5,F,757.518,4,6,"[1, 8, 9]","[0.55, 0.852, 0.982]",491.0,1267,1334,912,925,1117.0,Upper Tertiary,1,1,4,3,60.252,142.343,5,1,564.217,36.788
108,1095,31,0,4,M,158.802,5,6,"[4, 10, 6]","[0.56, 0.199, 0.828]",414.0,1316,1336,887,926,1058.0,Lower Tertiary,1,1,4,3,655.45,712.712,4,5,111.685,396.603
109,1096,31,0,4,M,260.772,4,6,"[4, 3, 8]","[0.56, 0.212, 0.91]",455.0,1234,1310,766,782,1081.0,Lower Tertiary,1,1,5,3,460.609,17.873,2,4,121.312,710.742
110,1097,32,0,4,F,684.286,4,6,"[1, 6, 8]","[0.44, 0.684, 0.888]",444.0,1307,1362,912,925,1145.0,Lower Tertiary,1,1,5,5,522.896,749.475,5,1,564.217,36.788
111,1098,32,0,4,M,192.426,4,6,"[4, 4, 8]","[0.56, 0.168, 0.498]",249.0,1229,,851,902,1062.0,Lower Tertiary,1,1,3,,531.36,,5,4,631.453,702.658
112,1099,32,0,2,M,574.497,4,6,"[9, 8, 8]","[0.38, 0.646, 0.76]",380.0,1222,1315,841,944,1085.0,Lower Secondary,1,1,4,5,437.71,642.013,1,2,37.545,328.848
113,11,0,28,1,F,130.914,1,2,"[8, 4, 2]","[0.18, 0.115, 0]",471.0,558,654,,,484.0,Primary,1,1,1,1,75.715,33.965,,,,
114,110,0,17,4,M,265.686,1,3,"[10, 9, 2]","[0.8, 0.316, 0]",314.0,527,699,,,449.0,Lower Tertiary,1,1,4,4,512.072,710.817,,,,
115,1100,32,0,2,F,171.888,5,6,"[6, 2, 1]","[0.32, 0.129, 0.782]",391.0,1293,1335,932,1002,1190.0,Lower Secondary,1,1,4,5,28.907,297.396,4,1,281.579,783.754
116,1101,32,0,4,F,148.846,4,6,"[9, 8, 5]","[0.76, 0.167, 0.94]",470.0,1286,1395,876,890,1153.0,Lower Tertiary,1,1,4,4,334.506,172.438,4,2,101.77,103.261
117,1102,32,0,5,M,471.242,4,6,"[1, 6, 6]","[0.55, 0.471, 0.99]",494.0,1191,1319,922,930,970.0,Upper Tertiary,1,1,5,4,644.432,178.825,5,5,462.704,751.559
118,1103,32,0,2,M,782.146,4,5,"[9, 5, 8]","[0.38, 0.733, 0.81]",404.0,1251,1303,811,878,1038.0,Lower Secondary,1,1,5,4,712.461,205.409,4,5,777.289,776.001
119,1104,32,0,5,F,771.095,5,6,"[4, 9, 7]","[0.7, 0.916, 0.988]",494.0,1294,1338,861,866,1133.0,Upper Tertiary,1,1,4,5,782.783,799.487,4,5,407.447,789.995
120,1105,32,0,3,F,745.656,5,6,"[9, 1, 9]","[0.57, 0.513, 0.792]",395.0,1282,1380,915,1003,1206.0,Upper Secondary,1,1,4,5,26.951,660.653,4,4,778.91,170.722
121,1106,32,0,4,M,787.843,5,7,"[5, 1, 8]","[0.6, 0.542, 0.916]",457.0,1237,1305,924,959,1054.0,Lower Tertiary,1,1,4,5,733.806,719.695,3,3,701.45,73.615
122,1107,32,0,1,F,13.464,5,6,"[2, 8, 3]","[0.12, 0.015, 0.798]",399.0,1277,1318,832,865,1163.0,Primary,1,1,5,5,762.04,640.646,4,4,763.49,558.318
123,1108,32,0,5,M,672.311,5,7,"[8, 4, 4]","[0.9, 0.588, 0.902]",450.0,1265,1311,847,895,1073.0,Upper Tertiary,1,1,4,5,63.923,683.147,4,5,684.29,649.606
124,1109,32,0,5,F,386.44,4,6,"[2, 10, 6]","[0.6, 0.483, 0.805]",400.0,1302,1322,793,802,1166.0,Upper Tertiary,1,1,5,3,724.837,457.437,5,4,372.423,179.66
125,111,0,51,2,M,380.638,1,1,"[3, 8, 7]","[0.26, 0.428, 0]",382.0,,,,,,Lower Secondary,1,1,,,,,,,,
126,1110,32,0,3,M,556.022,5,7,"[1, 2, 7]","[0.33, 0.417, 0.962]",478.0,1262,1308,934,1044,1080.0,Upper Secondary,1,1,4,5,48.55,161.554,1,1,527.165,273.015
127,1111,32,0,5,F,670.23,4,6,"[2, 7, 4]","[0.6, 0.712, 0.839]",418.0,1341,1400,803,871,1258.0,Upper Tertiary,1,1,4,5,587.556,786.493,4,5,748.551,555.279
128,1112,32,0,3,M,712.932,5,7,"[4, 10, 4]","[0.42, 0.891, 0.962]",480.0,1332,1404,923,1029,1023.0,Upper Secondary,1,1,5,3,739.885,775.109,5,4,427.911,384.732
129,1113,32,0,5,M,493.302,4,6,"[10, 7, 10]","[1.0, 0.524, 0.853]",425.0,1236,1381,917,935,1092.0,Upper Tertiary,1,1,5,5,728.347,768.725,5,4,411.633,456.454
130,1114,32,0,5,F,704.228,5,7,"[10, 10, 8]","[1.0, 0.88, 0.912]",455.0,1301,1342,857,874,1180.0,Upper Tertiary,1,1,5,5,713.904,762.218,3,3,165.481,773.882
131,1115,32,0,2,F,798.014,4,5,"[9, 7, 5]","[0.38, 0.848, 0.98]",490.0,1327,,852,893,1208.0,Lower Secondary,1,1,4,,661.124,,4,1,763.607,745.943
132,1116,32,0,4,F,105.481,4,5,"[2, 4, 7]","[0.48, 0.092, 0.978]",488.0,1309,,780,835,1262.0,Lower Tertiary,1,1,4,,460.742,,5,5,446.899,293.239
133,1117,32,0,4,M,510.538,4,5,"[5, 2, 6]","[0.6, 0.383, 0.842]",421.0,1267,1334,872,881,1094.0,Lower Tertiary,1,1,4,3,60.252,142.343,4,4,193.254,156.701
134,1118,32,0,4,M,466.835,5,6,"[3, 3, 2]","[0.52, 0.379, 0.804]",402.0,1264,1276,783,822,1024.0,Lower Tertiary,1,1,5,5,577.259,383.372,5,5,625.871,767.789
135,1119,32,0,1,M,374.543,4,6,"[9, 8, 1]","[0.19, 0.421, 0.794]",396.0,1239,1272,910,942,1091.0,Primary,1,1,5,5,662.84,677.211,5,4,750.719,735.328
136,112,0,42,3,F,372.482,1,1,"[1, 6, 9]","[0.33, 0.372, 0]",398.0,,,,,146.0,Upper Secondary,1,1,,,,,,,,
137,1120,32,0,3,F,724.84,5,6,"[2, 1, 10]","[0.36, 0.498, 0.745]",372.0,1384,1421,937,947,1129.0,Upper Secondary,1,1,5,4,763.447,101.095,5,4,772.999,166.021
138,1121,32,0,4,F,17.592,4,6,"[7, 4, 6]","[0.68, 0.015, 0.484]",242.0,,,868,900,1167.0,Lower Tertiary,1,1,,,,,4,5,124.125,359.436
