,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,50,4,F,525.101,1,1,"[2, 6, 2]","['0.48', '0.525', '0']",,,,,,,Lower Tertiary,0.48,0.525,0,,,,,,,,,,,,,,,2,8
1,1,13,64,4,F,405.305,1,2,"[2, 8, 4]","['0.48', '0.456', '0.646']",294.0,614,663,,,159.0,Lower Tertiary,0.48,0.456,0.646,5,3,616.057,738.566,,,,,,,,,,,2,8
2,10,16,57,5,M,668.243,1,2,"[9, 2, 7]","['0.95', '0.501', '0.334']",152.0,518,646,,,345.0,Upper Tertiary,0.95,0.501,0.334,5,5,687.627,692.447,,,,,,,,,,,2,8
3,100,5,53,2,M,552.617,1,1,"[7, 9, 3]","['0.34', '0.656', '0.759']",377.0,549,,,,154.0,Lower Secondary,0.34,0.656,0.759,4,,733.746,,,,,,,,,,,,2,8
4,1000,62,70,4,M,355.048,4,6,"[1, 1, 2]","['0.44', '0.244', '0.87']",435.0,1174,1188,880,862,980.0,Lower Tertiary,0.44,0.244,0.87,3,3,297.972,194.443,5,4,600.43,725.128,0.65,0.45,0.848,0.68,0.68,0.832,2,8
5,1001,54,54,5,M,653.845,4,5,"[2, 2, 8]","['0.6', '0.49', '0.924']",460.0,1220,1378,904,920,991.0,Upper Tertiary,0.6,0.49,0.924,4,5,231.723,657.828,5,5,513.906,727.497,0.95,0.546,0.786,1.0,0.546,0.886,2,8
6,1002,62,70,4,M,358.289,4,6,"[6, 4, 6]","['0.64', '0.314', '0.555']",277.0,1026,1124,863,890,931.0,Lower Tertiary,0.64,0.314,0.555,4,4,16.634,22.733,5,5,561.913,545.649,0.7,0.386,0.94,0.55,0.58,0.713,2,8
7,1003,62,70,4,F,131.825,5,6,"[8, 8, 5]","['0.72', '0.148', '0.856']",428.0,1346,,892,919,1050.0,Lower Tertiary,0.72,0.148,0.856,5,,189.881,,5,1,777.308,762.158,0.9,0.729,0.92,0.14,0.762,0.878,2,8
8,1004,61,68,4,M,357.507,4,6,"[4, 6, 1]","['0.56', '0.358', '0.928']",464.0,1104,1157,745,735,948.0,Lower Tertiary,0.56,0.358,0.928,5,4,572.195,587.359,4,2,648.548,711.327,0.72,0.486,0.72,0.24,0.578,0.384,2,8
9,1005,61,68,4,M,770.797,4,6,"[1, 9, 3]","['0.44', '0.915', '0.924']",460.0,1231,1250,779,767,990.0,Lower Tertiary,0.44,0.915,0.924,3,3,793.989,792.057,5,5,770.291,659.574,0.8,0.867,0.486,0.55,0.66,0.635,2,8
10,1006,61,68,3,F,360.986,4,6,"[10, 3, 9]","['0.6', '0.293', '0.88']",439.0,1241,1296,795,784,1021.0,Upper Secondary,0.6,0.293,0.88,5,3,410.347,118.766,5,5,342.599,736.304,1.0,0.321,0.984,0.95,0.506,0.903,2,8
11,1007,60,66,5,F,402.495,5,7,"[5, 7, 1]","['0.75', '0.428', '0.75']",375.0,1198,,918,968,1072.0,Upper Tertiary,0.75,0.428,0.75,4,,653.339,,5,4,502.313,481.162,0.9,0.565,0.251,0.64,0.511,0.628,2,8
12,1008,56,56,5,F,555.57,4,5,"[2, 4, 4]","['0.6', '0.486', '0.662']",331.0,1217,1270,904,920,1075.0,Upper Tertiary,0.6,0.486,0.662,4,4,168.081,24.86,5,5,513.906,727.497,0.95,0.546,0.786,1.0,0.546,0.886,2,8
13,1009,67,78,5,F,533.771,4,6,"[1, 6, 6]","['0.55', '0.534', '0.684']",342.0,1201,1207,877,799,1044.0,Upper Tertiary,0.55,0.534,0.684,5,5,658.645,616.944,4,4,795.556,665.871,0.48,0.796,0.535,0.44,0.624,0.396,2,8
14,101,12,63,3,M,309.838,1,2,"[1, 8, 7]","['0.33', '0.349', '0.861']",402.0,,,,,366.0,Upper Secondary,0.33,0.349,0.861,,,,,,,,,,,,,,,2,8
15,1010,60,64,5,M,331.634,6,8,"[6, 6, 10]","['0.8', '0.332', '0.98']",488.0,1194,1197,932,966,995.0,Upper Tertiary,0.8,0.332,0.98,4,4,216.687,101.016,3,4,346.468,137.071,0.51,0.303,0.696,0.76,0.154,0.93,2,8
16,1011,55,54,5,F,786.152,3,5,"[3, 6, 8]","['0.65', '0.786', '0.867']",429.0,1234,1338,729,712,1092.0,Upper Tertiary,0.65,0.786,0.867,5,4,797.97,793.655,5,1,670.929,573.196,0.7,0.839,0.564,0.14,0.573,0.33,2,8
17,1012,66,76,4,M,649.438,5,7,"[3, 6, 9]","['0.52', '0.649', '0.679']",337.0,1193,1355,930,973,999.0,Lower Tertiary,0.52,0.649,0.679,5,4,791.376,683.91,3,3,600.314,663.962,0.51,0.6,0.766,0.48,0.705,0.96,2,8
18,1013,61,66,5,M,797.206,4,6,"[5, 6, 8]","['0.75', '0.797', '0.919']",455.0,1211,1265,908,917,998.0,Upper Tertiary,0.75,0.797,0.919,2,3,654.687,565.73,5,4,751.258,794.253,0.95,0.939,0.699,0.56,0.943,0.998,2,8
19,1014,55,54,5,M,720.973,4,5,"[7, 10, 5]","['0.85', '0.901', '0.789']",390.0,1203,1340,824,800,1052.0,Upper Tertiary,0.85,0.901,0.789,5,4,773.347,778.477,4,4,795.255,575.695,0.76,0.944,0.496,0.44,0.468,0.45,2,8
20,1015,60,64,5,F,204.491,4,6,"[7, 10, 6]","['0.85', '0.256', '0.68']",336.0,1306,1407,843,837,1102.0,Upper Tertiary,0.85,0.256,0.68,5,4,552.288,478.709,2,2,175.699,145.436,0.32,0.132,0.886,0.32,0.173,0.992,2,8
