,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,24,71,4,M,388.459,1,2,"[5, 7, 4]","['0.6', '0.413', '0.607']",280.0,620,681,,,126.0,Lower Tertiary,0.6,0.413,0.607,3,4,598.955,428.11,,,,,,,,,,,1,9
1,1,15,64,4,F,354.857,1,2,"[9, 4, 1]","['0.76', '0.31', '0.694']",331.0,617,,,,58.0,Lower Tertiary,0.76,0.31,0.694,5,,632.565,,,,,,,,,,,,1,9
2,10,17,71,3,F,632.018,1,2,"[2, 1, 4]","['0.36', '0.435', '0.834']",382.0,568,651,,,82.0,Upper Secondary,0.36,0.435,0.834,4,5,720.528,637.525,,,,,,,,,,,1,9
3,100,17,68,3,M,593.653,1,2,"[1, 8, 6]","['0.33', '0.668', '0.768']",370.0,530,597,,,296.0,Upper Secondary,0.33,0.668,0.768,3,4,687.627,665.825,,,,,,,,,,,1,9
4,1000,55,52,4,F,798.822,4,5,"[5, 4, 1]","['0.6', '0.699', '0.756']",374.0,1192,1268,786,812,1025.0,Lower Tertiary,0.6,0.699,0.756,4,4,772.061,705.172,5,2,795.675,507.996,0.55,0.646,0.878,0.4,0.635,0.918,1,9
5,1001,62,66,5,F,730.147,4,6,"[1, 5, 8]","['0.55', '0.685', '0.6']",296.0,1193,1217,821,825,1027.0,Upper Tertiary,0.55,0.685,0.6,4,3,627.76,698.524,5,5,725.882,729.038,0.7,0.59,0.944,0.85,0.866,0.644,1,9
6,1002,67,76,5,F,677.796,6,7,"[9, 7, 1]","['0.95', '0.72', '0.79']",387.0,1195,1222,822,840,991.0,Upper Tertiary,0.95,0.72,0.79,5,5,652.773,683.455,5,4,786.064,94.211,1.0,0.639,0.616,0.68,0.1,0.35,1,9
7,1003,65,72,5,M,445.391,5,6,"[2, 6, 3]","['0.6', '0.445', '0.871']",427.0,1167,1183,817,820,975.0,Upper Tertiary,0.6,0.445,0.871,3,1,312.129,18.346,5,5,742.09,411.684,0.65,0.51,0.85,1.0,0.36,0.888,1,9
8,1004,63,68,3,M,2.154,5,7,"[7, 9, 4]","['0.51', '0.003', '0.937']",459.0,,,785,816,1012.0,Upper Secondary,0.51,0.003,0.937,,,,,5,5,787.02,789.893,0.8,0.541,0.982,0.65,0.543,0.98,1,9
9,1005,66,74,4,M,245.272,4,6,"[2, 6, 9]","['0.48', '0.245', '0.629']",309.0,1201,1294,788,815,993.0,Lower Tertiary,0.48,0.245,0.629,5,3,795.913,224.15,4,4,457.252,596.46,0.64,0.372,0.93,0.44,0.41,0.866,1,9
10,1006,62,66,2,M,38.397,4,6,"[9, 7, 7]","['0.38', '0.041', '0.963']",469.0,,,772,787,994.0,Lower Secondary,0.38,0.041,0.963,,,,,4,4,4.528,233.09,0.44,0.003,0.984,0.44,0.291,0.992,1,9
11,1007,61,64,4,F,778.837,4,6,"[8, 8, 8]","['0.72', '0.876', '0.954']",458.0,1197,1265,782,791,996.0,Lower Tertiary,0.72,0.876,0.954,5,4,778.89,790.289,5,3,742.528,785.204,0.55,0.65,0.99,0.42,0.932,0.992,1,9
12,1008,62,64,3,F,694.407,5,6,"[10, 1, 9]","['0.6', '0.477', '0.756']",362.0,1260,1328,846,835,1021.0,Upper Secondary,0.6,0.477,0.756,5,5,659.817,519.236,3,3,220.271,186.443,0.48,0.151,0.792,0.33,0.175,0.816,1,9
13,1009,62,64,4,F,699.978,4,6,"[4, 1, 2]","['0.56', '0.481', '0.731']",350.0,1311,1346,813,863,1050.0,Lower Tertiary,0.56,0.481,0.731,5,5,739.822,770.375,5,5,415.906,315.865,0.6,0.416,0.876,0.65,0.395,0.866,1,9
14,101,1,50,1,M,361.082,1,1,"[5, 10, 2]","['0.15', '0.451', '0.956']",452.0,,,,,,Primary,0.15,0.451,0.956,,,,,,,,,,,,,,,1,9
15,1010,65,70,3,M,565.64,5,6,"[7, 9, 6]","['0.51', '0.672', '0.729']",349.0,1202,1243,837,844,997.0,Upper Secondary,0.51,0.672,0.729,5,5,797.923,680.718,3,3,222.976,110.445,0.51,0.237,0.598,0.54,0.117,0.96,1,9
16,1011,63,66,5,F,659.682,6,7,"[9, 4, 10]","['0.95', '0.577', '0.933']",446.0,1281,1306,822,840,1053.0,Upper Tertiary,0.95,0.577,0.933,5,5,673.835,627.552,5,4,786.064,94.211,1.0,0.639,0.616,0.68,0.1,0.35,1,9
17,1012,65,70,4,F,2.723,4,6,"[5, 3, 3]","['0.6', '0.002', '0.975']",467.0,,,819,833,1004.0,Lower Tertiary,0.6,0.002,0.975,,,,,5,5,739.89,693.579,0.7,0.509,0.774,0.8,0.737,0.878,1,9
18,1013,65,70,4,F,239.04,5,7,"[1, 10, 1]","['0.44', '0.299', '0.765']",367.0,1288,,842,872,1052.0,Lower Tertiary,0.44,0.299,0.765,5,,766.687,,5,4,786.391,705.594,0.55,0.541,0.882,0.52,0.706,0.952,1,9
19,1014,57,54,1,F,341.361,4,5,"[9, 5, 5]","['0.19', '0.32', '0.756']",363.0,,,805,832,1055.0,Primary,0.19,0.32,0.756,,,,,3,4,307.217,320.207,0.33,0.346,0.982,0.68,0.4,0.934,1,9
20,1015,62,64,5,F,745.845,4,6,"[1, 5, 8]","['0.55', '0.699', '0.487']",234.0,1282,1298,828,849,1046.0,Upper Tertiary,0.55,0.699,0.487,5,5,531.319,773.713,5,5,501.791,484.004,1.0,0.627,0.576,0.6,0.514,0.394,1,9
21,1016,62,64,5,M,761.216,4,6,"[10, 10, 4]","['1.0', '0.952', '0.998']",480.0,1245,1269,746,763,1058.0,Upper Tertiary,1.0,0.952,0.998,5,5,774.811,776.347,3,2,565.011,382.677,0.54,0.565,0.922,0.3,0.478,0.884,1,9
22,1017,62,64,5,F,724.836,4,6,"[5, 7, 4]","['0.75', '0.77', '0.994']",479.0,1204,1229,823,856,1044.0,Upper Tertiary,0.75,0.77,0.994,1,3,738.413,677.813,5,4,537.659,778.261,0.95,0.605,0.679,0.8,0.632,0.612,1,9
23,1018,62,64,5,M,662.947,4,6,"[9, 1, 7]","['0.95', '0.456', '0.998']",478.0,1205,1258,800,810,1023.0,Upper Tertiary,0.95,0.456,0.998,2,2,124.663,234.658,5,5,793.972,457.628,1.0,0.893,0.644,0.9,0.486,0.898,1,9
24,1019,62,64,5,M,362.748,5,6,"[1, 9, 4]","['0.55', '0.431', '0.954']",456.0,1196,1261,767,797,988.0,Upper Tertiary,0.55,0.431,0.954,5,5,342.57,761.72,5,5,257.333,228.941,0.65,0.273,0.06,0.8,0.229,0.738,1,9
25,102,21,68,4,F,421.649,1,2,"[6, 9, 4]","['0.64', '0.501', '0.486']",221.0,537,,,,204.0,Lower Tertiary,0.64,0.501,0.486,4,,727.873,,,,,,,,,,,,1,9
26,1020,55,50,4,M,711.78,4,5,"[4, 2, 10]","['0.56', '0.534', '0.935']",444.0,1199,1244,809,841,998.0,Lower Tertiary,0.56,0.534,0.935,4,4,576.557,301.466,1,2,752.919,798.499,0.15,0.8,0.75,0.36,0.749,0.667,1,9
