,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,28,72,4,M,334.951,1,3,"[4, 2, 2]","['0.56', '0.251', '0.786']",385.0,509,611,,,190.0,Lower Tertiary,0.56,0.251,0.786,5,3,285.879,37.404,,,,,,,,,,,2,7
1,1,17,67,5,M,240.531,1,2,"[8, 9, 10]","['0.9', '0.286', '0.688']",330.0,621,834,,,287.0,Upper Tertiary,0.9,0.286,0.688,4,5,449.631,763.182,,,,,,,,,,,2,7
2,10,1,52,1,M,420.013,1,1,"[7, 5, 6]","['0.17', '0.394', '0.907']",430.0,,,,,,Primary,0.17,0.394,0.907,,,,,,,,,,,,,,,2,7
3,100,16,69,2,F,292.539,1,2,"[5, 7, 6]","['0.3', '0.311', '0.859']",395.0,554,701,,,330.0,Lower Secondary,0.3,0.311,0.859,2,1,358.702,226.196,,,,,,,,,,,2,7
4,1000,55,62,5,F,638.899,4,6,"[10, 10, 3]","['1.0', '0.799', '0.838']",362.0,1168,1211,765,835,1016.0,Upper Tertiary,1.0,0.799,0.838,5,5,798.957,792.49,5,5,787.096,619.097,1.0,0.59,0.842,1.0,0.696,0.879,2,7
5,1001,54,60,3,F,416.098,4,6,"[1, 3, 10]","['0.33', '0.338', '0.979']",423.0,1331,1356,769,846,1056.0,Upper Secondary,0.33,0.338,0.979,4,3,665.164,743.426,3,3,437.749,715.412,0.6,0.301,0.994,0.39,0.537,0.508,2,7
6,1002,44,40,2,F,682.295,4,5,"[2, 3, 4]","['0.24', '0.554', '0.788']",341.0,1301,1333,813,810,1031.0,Lower Secondary,0.24,0.554,0.788,4,4,548.589,442.981,2,2,746.107,627.56,0.24,0.839,0.822,0.38,0.549,0.77,2,7
7,1003,47,46,3,F,311.194,4,5,"[3, 9, 10]","['0.39', '0.37', '0.998']",432.0,1205,1286,727,735,1041.0,Upper Secondary,0.39,0.37,0.998,2,2,482.072,9.287,4,2,507.017,739.256,0.6,0.38,0.742,0.32,0.693,0.946,2,7
8,1004,57,66,4,M,686.348,4,6,"[6, 10, 6]","['0.64', '0.858', '0.916']",394.0,1163,1216,827,791,953.0,Lower Tertiary,0.64,0.858,0.916,4,3,764.095,692.705,5,5,728.45,579.117,0.75,0.683,0.906,0.85,0.688,0.796,2,7
9,1005,54,60,5,F,560.132,4,6,"[1, 10, 9]","['0.55', '0.7', '0.947']",407.0,1217,1312,755,772,1023.0,Upper Tertiary,0.55,0.7,0.947,2,1,772.479,775.184,1,1,778.788,284.336,0.2,0.73,0.685,0.16,0.249,0.978,2,7
10,1006,54,60,5,M,284.324,4,6,"[6, 1, 5]","['0.8', '0.195', '0.972']",419.0,1196,1309,795,833,1042.0,Upper Tertiary,0.8,0.195,0.972,4,4,55.891,56.011,3,3,754.732,683.562,0.48,0.566,0.65,0.45,0.513,0.778,2,7
11,1007,54,60,5,M,104.262,4,6,"[8, 3, 2]","['0.9', '0.085', '0.723']",311.0,1315,1326,741,782,937.0,Upper Tertiary,0.9,0.085,0.723,4,4,114.697,19.205,5,5,508.344,634.108,0.75,0.349,0.94,0.8,0.436,0.814,2,7
12,1008,45,42,4,F,739.864,4,5,"[2, 1, 5]","['0.48', '0.509', '0.871']",373.0,1240,1330,811,799,1055.0,Lower Tertiary,0.48,0.509,0.871,4,3,317.586,173.621,4,4,115.144,756.799,0.8,0.079,0.906,0.8,0.662,0.268,2,7
13,1009,54,60,5,M,277.826,5,6,"[5, 3, 9]","['0.75', '0.226', '0.986']",421.0,1178,1193,805,838,1019.0,Upper Tertiary,0.75,0.226,0.986,3,2,133.015,34.356,5,5,762.19,509.764,0.95,0.524,0.908,0.95,0.414,0.906,2,7
14,101,0,44,3,F,538.022,1,1,"[7, 5, 9]","['0.51', '0.504', '0']",,,,,,,Upper Secondary,0.51,0.504,0,,,,,,,,,,,,,,,2,7
15,1010,45,42,5,F,775.56,4,5,"[9, 1, 4]","['0.95', '0.533', '0.984']",421.0,1180,1328,770,749,998.0,Upper Tertiary,0.95,0.533,0.984,4,2,12.744,153.496,2,2,720.566,357.65,0.22,0.721,0.467,0.22,0.425,0.802,2,7
16,1011,47,46,3,M,631.507,4,5,"[10, 6, 4]","['0.6', '0.632', '0.669']",285.0,1246,1282,788,764,958.0,Upper Secondary,0.6,0.632,0.669,4,5,378.96,460.983,3,2,794.084,527.833,0.36,0.844,0.886,0.36,0.396,0.942,2,7
17,1012,56,64,2,F,490.04,4,6,"[6, 10, 2]","['0.32', '0.613', '0.515']",220.0,1172,1221,742,756,1024.0,Lower Secondary,0.32,0.613,0.515,4,2,777.983,787.283,4,4,777.068,569.5,0.52,0.631,0.97,0.56,0.641,0.928,2,7
18,1013,54,60,5,F,758.824,4,6,"[1, 5, 5]","['0.55', '0.711', '0.96']",410.0,1182,1228,815,825,1034.0,Upper Tertiary,0.55,0.711,0.96,5,4,617.077,370.283,4,4,674.039,272.04,0.56,0.463,0.894,0.48,0.34,0.667,2,7
19,1014,56,64,4,F,769.206,4,6,"[3, 8, 2]","['0.52', '0.865', '0.682']",290.0,1214,1338,814,839,1022.0,Lower Tertiary,0.52,0.865,0.682,5,4,799.128,793.885,5,5,691.504,736.022,0.65,0.735,0.886,0.7,0.828,0.764,2,7
20,1015,45,42,3,F,503.695,4,5,"[1, 6, 9]","['0.33', '0.504', '0.796']",339.0,1220,1347,724,767,1057.0,Upper Secondary,0.33,0.504,0.796,5,4,421.903,525.392,3,3,293.973,425.862,0.51,0.367,0.932,0.48,0.426,0.86,2,7
21,1016,59,70,5,M,775.264,4,6,"[4, 7, 10]","['0.7', '0.824', '0.876']",374.0,1168,1211,777,808,1000.0,Upper Tertiary,0.7,0.824,0.876,5,5,798.957,792.49,5,5,757.16,555.347,0.95,0.804,0.658,0.9,0.659,0.557,2,7
22,1017,53,58,5,M,385.365,4,6,"[9, 4, 9]","['0.95', '0.337', '0.763']",322.0,1189,1290,797,783,994.0,Upper Tertiary,0.95,0.337,0.763,5,5,407.959,793.729,5,5,159.537,380.571,1.0,0.179,0.912,1.0,0.262,0.631,2,7
23,1018,56,64,4,M,15.195,4,6,"[3, 3, 8]","['0.52', '0.012', '0.78']",330.0,1299,1389,820,859,987.0,Lower Tertiary,0.52,0.012,0.78,5,3,330.41,27.4,5,5,621.841,413.778,0.65,0.466,0.988,0.7,0.388,0.976,2,7
24,1019,57,66,5,F,501.059,4,6,"[4, 3, 10]","['0.7', '0.407', '0.983']",417.0,1178,1193,829,804,1009.0,Upper Tertiary,0.7,0.407,0.983,3,2,133.015,34.356,5,5,514.993,606.379,0.6,0.547,0.703,0.8,0.493,0.804,2,7
25,102,16,55,5,F,508.785,1,2,"[5, 9, 7]","['0.75', '0.604', '0.264']",131.0,500,652,,,296.0,Upper Tertiary,0.75,0.604,0.264,5,4,561.441,762.389,,,,,,,,,,,2,7
26,1020,54,60,5,M,256.799,4,6,"[4, 2, 1]","['0.7', '0.193', '0.824']",350.0,1210,1245,750,757,985.0,Upper Tertiary,0.7,0.193,0.824,4,4,113.192,108.837,4,4,145.017,35.729,0.64,0.154,0.444,0.48,0.042,0.245,2,7
27,1021,44,40,3,F,765.192,3,5,"[4, 7, 1]","['0.42', '0.813', '0.979']",417.0,1232,1247,565,538,1049.0,Upper Secondary,0.42,0.813,0.979,1,1,561.848,672.518,3,3,717.203,701.966,0.54,0.852,0.972,0.6,0.834,0.16,2,7
28,1022,56,64,4,M,792.635,4,6,"[2, 10, 2]","['0.48', '0.991', '0.937']",400.0,1214,1338,740,794,1014.0,Lower Tertiary,0.48,0.991,0.937,5,4,799.128,793.885,4,4,591.446,718.528,0.8,0.739,0.88,0.52,0.763,0.838,2,7
29,1023,59,70,5,M,756.516,4,6,"[2, 4, 4]","['0.6', '0.662', '0.991']",423.0,1217,1312,763,773,1005.0,Upper Tertiary,0.6,0.662,0.991,2,1,772.479,775.184,5,5,720.501,794.995,1.0,0.811,0.834,0.7,0.696,0.763,2,7
30,1024,54,60,2,M,721.962,4,6,"[10, 9, 3]","['0.4', '0.857', '0.468']",200.0,1172,1221,826,817,1012.0,Lower Secondary,0.4,0.857,0.468,4,2,777.983,787.283,1,1,784.135,767.507,0.19,0.833,0.97,0.2,0.911,0.784,2,7
31,1025,55,62,3,F,86.481,4,6,"[4, 1, 9]","['0.42', '0.059', '0.988']",423.0,1183,1365,745,792,1060.0,Upper Secondary,0.42,0.059,0.988,2,1,236.122,138.705,5,5,387.814,572.242,0.6,0.291,0.974,0.65,0.393,0.934,2,7
32,1026,54,60,4,F,129.539,4,6,"[9, 8, 4]","['0.76', '0.146', '0.993']",424.0,1238,1266,837,781,1068.0,Lower Tertiary,0.76,0.146,0.993,5,4,509.477,445.199,5,5,789.51,589.227,0.9,0.543,0.82,0.9,0.552,0.998,2,7
33,1027,54,60,3,F,778.006,4,6,"[1, 5, 7]","['0.33', '0.729', '0.811']",347.0,1236,1264,774,807,1074.0,Upper Secondary,0.33,0.729,0.811,4,4,724.641,786.453,3,3,741.82,764.351,0.36,0.788,0.566,0.6,0.955,0.418,2,7
34,1028,45,42,4,M,724.441,4,5,"[1, 4, 10]","['0.44', '0.634', '0.89']",381.0,1173,1242,836,822,988.0,Lower Tertiary,0.44,0.634,0.89,2,2,168.534,55.768,5,5,790.373,698.865,0.7,0.939,0.97,0.7,0.83,0.872,2,7
35,1029,58,68,1,M,652.855,4,6,"[3, 5, 6]","['0.13', '0.612', '0.876']",376.0,1222,1310,758,779,990.0,Primary,0.13,0.612,0.876,3,1,611.164,632.757,4,4,511.511,426.144,0.52,0.543,0.994,0.64,0.533,0.748,2,7
36,103,1,51,3,F,359.932,1,1,"[2, 8, 3]","['0.36', '0.405', '0.753']",366.0,,,,,140.0,Upper Secondary,0.36,0.405,0.753,,,,,,,,,,,,,,,2,7
37,1030,45,40,4,F,437.009,4,5,"[7, 9, 6]","['0.68', '0.519', '0.979']",420.0,1200,1256,855,854,1100.0,Lower Tertiary,0.68,0.519,0.979,1,1,728.952,597.395,5,4,657.974,741.558,0.65,0.658,0.852,0.64,0.603,0.656,2,7
38,1031,60,70,2,M,747.109,4,6,"[8, 1, 2]","['0.36', '0.514', '0.905']",389.0,1301,1333,867,878,1002.0,Lower Secondary,0.36,0.514,0.905,4,4,548.589,442.981,2,2,771.31,121.612,0.4,0.916,0.75,0.3,0.122,0.59,2,7
39,1032,45,40,5,F,795.393,4,5,"[10, 4, 8]","['1.0', '0.696', '0.847']",365.0,1181,1272,821,834,1099.0,Upper Tertiary,1.0,0.696,0.847,5,5,797.536,796.525,5,5,784.264,763.182,0.75,0.931,0.932,0.55,0.906,0.73,2,7
40,1033,44,38,4,F,417.077,4,5,"[2, 8, 8]","['0.48', '0.469', '0.956']",413.0,1231,1249,811,799,1091.0,Lower Tertiary,0.48,0.469,0.956,2,1,395.16,246.194,4,4,115.144,756.799,0.8,0.079,0.906,0.8,0.662,0.268,2,7
41,1034,54,58,5,M,748.872,4,6,"[5, 1, 2]","['0.75', '0.515', '0.891']",386.0,1182,1228,828,865,1013.0,Upper Tertiary,0.75,0.515,0.891,5,4,617.077,370.283,5,5,418.023,670.123,0.9,0.418,0.97,0.95,0.544,0.976,2,7
42,1035,59,68,5,F,373.67,4,6,"[2, 4, 4]","['0.6', '0.327', '0.945']",410.0,1291,1369,861,856,1108.0,Upper Tertiary,0.6,0.327,0.945,5,5,339.157,421.786,3,4,247.918,172.516,0.45,0.201,0.828,0.44,0.119,0.798,2,7
43,1036,56,62,5,F,682.78,4,6,"[8, 5, 4]","['0.9', '0.64', '0.936']",407.0,1186,1318,829,804,1089.0,Upper Tertiary,0.9,0.64,0.936,5,5,711.255,583.68,5,5,514.993,606.379,0.6,0.547,0.703,0.8,0.493,0.804,2,7
44,1037,55,60,3,F,787.347,4,6,"[5, 10, 3]","['0.45', '0.984', '0.849']",370.0,1277,1285,824,831,1073.0,Upper Secondary,0.45,0.984,0.849,4,5,799.466,797.375,4,4,580.146,737.251,0.68,0.725,0.936,0.56,0.691,0.904,2,7
45,1038,54,58,4,F,551.885,4,6,"[6, 9, 3]","['0.64', '0.655', '0.938']",410.0,1194,1263,769,846,1088.0,Lower Tertiary,0.64,0.655,0.938,5,3,767.182,663.715,3,3,437.749,715.412,0.6,0.301,0.994,0.39,0.537,0.508,2,7
46,1039,56,62,4,M,14.951,4,6,"[9, 5, 1]","['0.76', '0.014', '0.856']",375.0,,,842,789,950.0,Lower Tertiary,0.76,0.014,0.856,,,,,5,5,766.348,354.61,0.65,0.862,0.759,0.65,0.244,0.663,2,7
