,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,46,3,F,531.693,1,1,"[4, 1, 6]","['0.42', '0.366', '0']",,,,,,,Upper Secondary,0.42,0.366,0,,,,,,,,,,,,,,,3,3
1,1,1,47,5,M,717.845,1,1,"[9, 2, 3]","['0.95', '0.538', '0.22']",98.0,655,669,,,132.0,Upper Tertiary,0.95,0.538,0.22,5,5,277.846,671.616,,,,,,,,,,,3,3
2,10,10,49,5,M,601.188,1,2,"[2, 9, 6]","['0.6', '0.714', '0.291']",125.0,542,727,,,47.0,Upper Tertiary,0.6,0.714,0.291,5,5,617.091,639.052,,,,,,,,,,,3,3
3,100,2,50,1,M,238.507,1,1,"[9, 4, 2]","['0.19', '0.209', '0.937']",431.0,606,,,,196.0,Primary,0.19,0.209,0.937,2,,641.706,,,,,,,,,,,,3,3
4,1000,61,66,5,M,591.121,4,6,"[1, 9, 8]","['0.55', '0.702', '0.885']",439.0,1239,1248,877,867,1050.0,Upper Tertiary,0.55,0.702,0.885,5,4,789.571,788.701,5,5,697.205,713.878,0.9,0.784,0.896,0.7,0.758,0.86,3,3
5,1001,62,68,4,M,71.987,5,7,"[1, 8, 3]","['0.44', '0.081', '0.922']",458.0,,,957,967,1033.0,Lower Tertiary,0.44,0.081,0.922,,,,,1,5,180.053,792.319,0.13,0.124,0.95,0.85,0.545,0.581,3,3
6,1002,52,48,5,M,783.335,3,5,"[5, 6, 1]","['0.75', '0.783', '0.958']",477.0,1252,1302,726,731,1074.0,Upper Tertiary,0.75,0.783,0.958,2,2,752.128,780.024,5,5,694.95,468.138,0.95,0.652,0.436,0.8,0.585,0.849,3,3
7,1003,52,48,4,M,787.54,4,5,"[5, 6, 7]","['0.6', '0.788', '0.849']",422.0,1192,1198,956,955,981.0,Lower Tertiary,0.6,0.788,0.849,4,5,760.693,799.472,4,5,783.626,655.762,0.48,0.98,0.866,0.9,0.492,0.764,3,3
8,1004,62,68,3,M,636.08,5,6,"[8, 1, 7]","['0.54', '0.437', '0.769']",383.0,1203,1294,946,952,993.0,Upper Secondary,0.54,0.437,0.769,5,4,341.735,95.985,5,4,776.28,142.552,0.65,0.776,0.93,0.48,0.16,0.632,3,3
9,1005,51,46,5,F,676.694,4,5,"[10, 6, 5]","['1.0', '0.677', '0.735']",367.0,1227,1254,769,861,1046.0,Upper Tertiary,1.0,0.677,0.735,5,5,559.006,610.518,4,5,666.247,645.087,0.6,0.666,0.885,0.55,0.645,0.865,3,3
10,1006,59,62,3,M,516.597,4,6,"[8, 1, 4]","['0.54', '0.355', '0.71']",355.0,1187,1205,761,850,980.0,Upper Secondary,0.54,0.355,0.71,4,5,73.619,297.294,4,5,220.961,391.297,0.44,0.262,0.947,0.55,0.391,0.96,3,3
11,1007,63,70,3,M,284.679,4,6,"[1, 10, 3]","['0.33', '0.356', '0.964']",481.0,1296,1366,822,869,1047.0,Upper Secondary,0.33,0.356,0.964,1,3,643.887,772.004,5,4,459.722,196.277,0.55,0.316,0.855,0.44,0.209,0.854,3,3
