,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,21,59,4,F,148.457,1,3,"[4, 3, 3]","['0.56', '0.121', '0.953']",425.0,604,666,,,523.0,Lower Tertiary,0.56,0.121,0.953,1,3,3.658,73.821,,,,,,,,,,,3,1
1,1,10,45,4,F,358.531,1,2,"[3, 4, 3]","['0.52', '0.314', '0.74']",345.0,507,584,,,113.0,Lower Tertiary,0.52,0.314,0.74,4,3,735.978,1.357,,,,,,,,,,,3,1
2,10,10,50,2,M,387.369,1,2,"[1, 6, 8]","['0.22', '0.387', '0.906']",404.0,566,717,,,355.0,Lower Secondary,0.22,0.387,0.906,5,3,787.691,562.853,,,,,,,,,,,3,1
3,100,0,41,3,F,335.849,1,1,"[4, 9, 3]","['0.42', '0.399', '0']",,,,,,,Upper Secondary,0.42,0.399,0,,,,,,,,,,,,,,,3,1
4,1000,53,62,3,F,93.729,5,6,"[5, 5, 6]","['0.45', '0.088', '0.894']",362.0,1231,1274,793,786,1125.0,Upper Secondary,0.45,0.088,0.894,3,5,287.591,478.374,4,5,799.546,484.483,0.6,0.55,0.928,0.65,0.484,0.997,3,1
5,1001,53,62,5,F,628.1,4,6,"[8, 2, 6]","['0.9', '0.471', '0.879']",357.0,1160,1248,775,814,1013.0,Upper Tertiary,0.9,0.471,0.879,5,4,481.834,239.478,3,5,747.211,780.395,0.6,0.841,0.974,0.85,0.829,0.607,3,1
6,1002,55,66,5,F,772.46,4,6,"[10, 1, 5]","['1.0', '0.531', '0.327']",133.0,1240,1288,780,888,1044.0,Upper Tertiary,1.0,0.531,0.327,5,5,689.382,676.249,5,3,705.125,760.169,1.0,0.837,0.328,0.45,0.95,0.998,3,1
7,1003,54,64,4,M,94.79,4,6,"[9, 2, 10]","['0.76', '0.071', '0.804']",328.0,1299,1315,757,806,953.0,Lower Tertiary,0.76,0.071,0.804,5,5,778.171,744.116,4,5,281.304,778.175,0.72,0.264,0.698,0.7,0.632,0.676,3,1
8,1004,48,52,4,M,76.863,4,5,"[5, 3, 5]","['0.6', '0.062', '0.885']",362.0,1031,1111,749,772,880.0,Lower Tertiary,0.6,0.062,0.885,5,5,434.114,468.218,5,2,680.021,551.283,0.8,0.51,0.593,0.34,0.586,0.764,3,1
9,1005,48,52,1,M,791.209,4,5,"[9, 8, 7]","['0.19', '0.89', '0.932']",381.0,1187,1208,747,751,943.0,Primary,0.19,0.89,0.932,3,5,759.478,649.662,1,5,720.186,758.667,0.12,0.9,0.766,0.65,0.853,0.992,3,1
10,1006,54,64,2,F,110.863,4,6,"[7, 6, 7]","['0.34', '0.111', '0.961']",393.0,1217,1268,766,849,1055.0,Lower Secondary,0.34,0.111,0.961,5,4,335.376,529.088,2,3,403.544,70.774,0.3,0.277,0.953,0.36,0.062,0.943,3,1
11,1007,53,60,5,M,420.819,4,6,"[5, 6, 3]","['0.75', '0.421', '0.65']",266.0,1204,,757,806,932.0,Upper Tertiary,0.75,0.421,0.65,5,,501.632,,4,5,281.304,778.175,0.72,0.264,0.698,0.7,0.632,0.676,3,1
