,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,52,2,F,549.31,1,1,"[9, 2, 6]","['0.38', '0.412', '0']",,,,,,,Lower Secondary,0.38,0.412,0,,,,,,,,,,,,,,,2,10
1,1,15,61,5,M,495.337,1,2,"[10, 3, 3]","['1.0', '0.402', '0.425']",203.0,525,613,,,408.0,Upper Tertiary,1.0,0.402,0.425,5,5,359.397,486.762,,,,,,,,,,,2,10
2,10,0,49,2,M,431.88,1,1,"[5, 4, 4]","['0.3', '0.378', '0']",,,,,,,Lower Secondary,0.3,0.378,0,,,,,,,,,,,,,,,2,10
3,100,12,58,3,M,558.908,1,2,"[1, 1, 2]","['0.33', '0.384', '0.793']",380.0,,,,,321.0,Upper Secondary,0.33,0.384,0.793,,,,,,,,,,,,,,,2,10
4,1000,49,44,3,F,776.989,4,5,"[4, 4, 5]","['0.42', '0.68', '0.958']",479.0,1196,1222,767,788,983.0,Upper Secondary,0.42,0.68,0.958,5,4,331.802,297.799,5,5,789.414,742.981,0.7,0.937,0.986,0.7,0.882,0.957,2,10
5,1001,59,64,5,F,565.648,4,6,"[9, 8, 1]","['0.95', '0.636', '0.44']",220.0,1188,1199,735,716,989.0,Upper Tertiary,0.95,0.636,0.44,5,5,584.123,659.08,4,4,684.083,656.011,0.6,0.599,0.626,0.48,0.451,0.627,2,10
6,1002,51,48,5,F,662.309,4,5,"[10, 6, 9]","['1.0', '0.662', '0.976']",487.0,1192,1215,868,858,949.0,Upper Tertiary,1.0,0.662,0.976,5,5,640.817,742.91,5,5,676.785,679.717,0.75,0.508,0.986,0.85,0.637,0.941,2,10
7,1003,60,66,5,M,683.228,4,6,"[1, 9, 10]","['0.55', '0.811', '0.916']",457.0,1205,1236,787,734,1011.0,Upper Tertiary,0.55,0.811,0.916,5,5,726.855,793.184,5,5,734.07,695.009,0.95,0.826,0.921,0.85,0.695,0.578,2,10
8,1004,59,64,2,F,230.722,4,6,"[10, 4, 7]","['0.4', '0.202', '0.946']",472.0,1195,1206,896,851,940.0,Lower Secondary,0.4,0.202,0.946,5,5,602.149,264.844,1,3,36.015,799.775,0.11,0.036,0.858,0.33,0.65,0.68,2,10
9,1005,59,64,3,M,232.642,4,6,"[10, 5, 1]","['0.6', '0.218', '0.938']",469.0,1212,1238,772,773,1012.0,Upper Secondary,0.6,0.218,0.938,3,2,300.047,11.636,4,4,698.154,690.572,0.44,0.48,0.978,0.68,0.777,0.966,2,10
