,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,9,49,3,M,606.945,1,2,"[9, 8, 1]","['0.57', '0.683', '0.381']",180.0,526,628,,,189.0,Upper Secondary,0.57,0.683,0.381,4,4,616.083,787.164,,,,,,,,,,,1,7
1,1,0,44,3,F,265.929,1,1,"[10, 8, 5]","['0.6', '0.299', '0']",,,,,,,Upper Secondary,0.6,0.299,0,,,,,,,,,,,,,,,1,7
2,10,10,42,3,F,331.358,1,2,"[1, 8, 1]","['0.33', '0.373', '0.798']",368.0,610,664,,,327.0,Upper Secondary,0.33,0.373,0.798,4,2,441.249,661.697,,,,,,,,,,,1,7
3,100,0,55,3,F,383.405,1,1,"[6, 2, 3]","['0.48', '0.288', '0']",,,,,,,Upper Secondary,0.48,0.288,0,,,,,,,,,,,,,,,1,7
4,1000,54,64,1,F,8.101,5,6,"[8, 3, 3]","['0.18', '0.007', '0.907']",322.0,1147,1201,819,803,977.0,Primary,0.18,0.007,0.907,5,1,358.64,393.39,4,3,54.66,136.802,0.64,0.041,0.924,0.6,0.094,0.995,1,7
5,1001,44,44,3,F,791.894,4,5,"[2, 3, 4]","['0.36', '0.643', '0.978']",348.0,1161,1181,821,886,968.0,Upper Secondary,0.36,0.643,0.978,1,1,764.057,798.97,5,3,788.83,569.893,0.55,0.69,0.648,0.51,0.712,0.442,1,7
6,1002,54,64,4,F,596.918,4,6,"[6, 9, 3]","['0.64', '0.709', '0.983']",350.0,1149,1189,805,846,990.0,Lower Tertiary,0.64,0.709,0.983,4,2,754.158,773.151,3,4,797.029,766.257,0.51,0.747,0.988,0.48,0.814,0.96,1,7
7,1003,44,44,5,M,553.604,4,5,"[4, 7, 3]","['0.7', '0.588', '0.994']",355.0,1208,1229,822,791,1013.0,Upper Tertiary,0.7,0.588,0.994,4,3,436.917,251.893,4,5,260.288,211.297,0.68,0.211,0.868,0.6,0.264,0.822,1,7
8,1004,54,64,5,M,725.056,4,6,"[8, 6, 5]","['0.9', '0.725', '0.913']",326.0,1151,1190,789,904,965.0,Upper Tertiary,0.9,0.725,0.913,4,4,736.312,743.646,5,5,502.282,487.414,0.7,0.565,0.698,0.6,0.548,0.632,1,7
9,1005,54,64,1,F,368.019,4,6,"[10, 3, 5]","['0.2', '0.299', '0.969']",346.0,1156,1192,825,860,996.0,Primary,0.2,0.299,0.969,1,1,535.463,618.672,1,1,705.98,657.745,0.18,0.662,0.986,0.17,0.576,0.91,1,7
10,1006,54,64,5,M,627.143,5,7,"[10, 7, 8]","['1.0', '0.666', '0.891']",319.0,1163,1183,775,847,1009.0,Upper Tertiary,1.0,0.666,0.891,5,1,686.374,135.043,5,5,368.782,421.264,0.9,0.254,0.9,0.95,0.316,0.862,1,7
11,1007,42,40,2,F,4.955,4,5,"[4, 7, 9]","['0.28', '0.005', '0.822']",295.0,,,837,869,975.0,Lower Secondary,0.28,0.005,0.822,,,,,2,4,67.247,286.927,0.22,0.046,0.652,0.48,0.233,0.722,1,7
