,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,52,5,M,408.135,1,1,"[3, 4, 8]","['0.65', '0.357', '0']",,,,,,,,Upper Tertiary,0.65,0.357,0,,,,,,,,,,,,,,,,,,2,4
1,1,0,41,2,M,276.958,1,1,"[4, 9, 7]","['0.28', '0.329', '0']",,541,695,,,,,Lower Secondary,0.28,0.329,0,1,1,,584.918,663.109,,,,,,,,,,,,,2,4
2,10,15,53,2,M,409.1,1,2,"[2, 1, 7]","['0.24', '0.281', '0.909']",441.0,514,596,680,,,431.0,Lower Secondary,0.24,0.281,0.909,5,5,4,250.887,423.41,241.96,,,,,2.0,,,,,,,2,4
3,100,19,60,5,F,349.099,1,2,"[4, 10, 1]","['0.7', '0.436', '0.444']",219.0,,,,,,398.0,Upper Tertiary,0.7,0.436,0.444,,,,,,,,,,,5.0,,,,,,,2,4
4,1000,45,40,3,M,60.271,3,5,"[4, 5, 9]","['0.42', '0.057', '0.895']",443.0,,,,820,707,1001.0,Upper Secondary,0.42,0.057,0.895,,,,,,,4,4,345.9,281.931,3.0,0.72,0.238,0.916,0.44,0.352,0.956,2,4
5,1001,45,40,3,F,86.653,3,5,"[5, 6, 5]","['0.45', '0.087', '0.99']",491.0,,,,647,590,1000.0,Upper Secondary,0.45,0.087,0.99,,,,,,,4,3,542.169,396.746,3.0,0.52,0.373,0.812,0.57,0.347,0.719,2,4
6,1002,56,62,5,M,617.408,4,6,"[4, 5, 6]","['0.7', '0.579', '0.796']",395.0,1252,1260,1424,761,728,1013.0,Upper Tertiary,0.7,0.579,0.796,5,5,5,767.122,516.552,571.237,2,2,486.099,708.767,5.0,0.34,0.395,0.94,0.32,0.62,0.848,2,4
7,1003,45,40,4,M,596.289,3,5,"[10, 5, 6]","['0.8', '0.559', '0.994']",494.0,,,,690,673,977.0,Lower Tertiary,0.8,0.559,0.994,,,,,,,4,3,573.805,541.97,4.0,0.68,0.717,0.898,0.51,0.44,0.924,2,4
8,1004,58,66,5,F,648.564,4,6,"[10, 9, 7]","['1.0', '0.77', '0.935']",464.0,1229,1379,1445,805,742,974.0,Upper Tertiary,1.0,0.77,0.935,5,5,5,733.648,724.14,725.672,2,2,483.493,24.925,5.0,0.28,0.393,0.763,0.3,0.028,0.822,2,4
9,1005,57,64,3,M,704.738,4,6,"[8, 7, 7]","['0.54', '0.749', '0.97']",481.0,1312,,,808,847,1056.0,Upper Secondary,0.54,0.749,0.97,3,,,778.545,,,5,5,388.817,329.291,3.0,0.55,0.462,0.769,0.65,0.35,0.651,2,4
10,1006,48,46,2,F,24.52,4,5,"[2, 3, 8]","['0.24', '0.02', '0.915']",455.0,1354,,,804,699,976.0,Lower Secondary,0.24,0.02,0.915,2,,,444.554,,,5,5,755.814,770.236,2.0,0.6,0.898,0.982,0.65,0.578,0.994,2,4
