,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,10,53,3,F,272.226,1,2,"[8, 3, 9]","['0.54', '0.221', '0.828']",413.0,709,,,,286.0,Upper Secondary,0.54,0.221,0.828,2,,415.689,,,,,,3.0,,,,,,,2,3
1,1,1,50,4,F,489.041,1,1,"[1, 4, 1]","['0.44', '0.428', '0.653']",309.0,,,,,265.0,Lower Tertiary,0.44,0.428,0.653,,,,,,,,,4.0,,,,,,,2,3
2,10,9,49,3,M,298.526,1,2,"[2, 4, 4]","['0.36', '0.261', '0.856']",416.0,543,603,,,275.0,Upper Secondary,0.36,0.261,0.856,1,1,178.382,199.824,,,,,3.0,,,,,,,2,3
3,100,3,52,2,F,435.428,1,1,"[4, 2, 3]","['0.28', '0.327', '0.857']",420.0,,,,,486.0,Lower Secondary,0.28,0.327,0.857,,,,,,,,,2.0,,,,,,,2,3
4,1000,41,36,1,M,772.083,4,5,"[7, 1, 7]","['0.17', '0.531', '0.383']",154.0,1151,1200,815,814,1003.0,Primary,0.17,0.531,0.383,1,1,430.932,584.782,1,1,746.3,785.011,1.0,0.14,0.886,0.404,0.17,0.883,0.53,2,3
5,1001,41,36,1,F,319.92,4,5,"[7, 1, 4]","['0.17', '0.22', '0.514']",207.0,1165,1206,839,780,879.0,Primary,0.17,0.22,0.514,1,1,756.151,408.362,1,1,133.556,148.931,1.0,0.14,0.159,0.744,0.12,0.112,0.687,2,3
6,1002,49,52,1,F,592.138,4,6,"[1, 7, 8]","['0.11', '0.629', '0.993']",401.0,1146,1188,847,796,948.0,Primary,0.11,0.629,0.993,1,1,786.23,796.646,1,1,602.708,655.513,1.0,0.16,0.716,0.669,0.17,0.615,0.777,2,3
7,1003,49,52,1,F,573.383,4,6,"[9, 1, 2]","['0.19', '0.394', '0.365']",148.0,1151,1200,826,770,1000.0,Primary,0.19,0.394,0.365,1,1,430.932,584.782,1,1,729.594,316.193,1.0,0.19,0.684,0.846,0.15,0.336,0.782,2,3
8,1004,53,60,2,F,542.017,4,6,"[10, 2, 3]","['0.4', '0.407', '0.748']",303.0,1152,1202,822,795,919.0,Lower Secondary,0.4,0.407,0.748,1,2,33.218,547.529,3,3,762.145,781.191,2.0,0.39,0.524,0.97,0.36,0.879,0.854,2,3
9,1005,51,56,1,F,752.693,4,6,"[8, 6, 3]","['0.18', '0.753', '0.562']",228.0,1170,1210,855,868,933.0,Primary,0.18,0.753,0.562,1,1,529.917,525.406,2,2,193.286,445.88,1.0,0.24,0.217,0.998,0.36,0.418,0.874,2,3
10,1006,50,54,1,M,685.026,4,6,"[3, 3, 10]","['0.13', '0.557', '0.582']",237.0,1167,1190,857,779,1011.0,Primary,0.13,0.557,0.582,1,1,662.367,780.808,1,1,606.144,660.394,1.0,0.19,0.644,0.725,0.16,0.619,0.635,2,3
11,1007,51,56,1,M,763.93,4,6,"[2, 4, 2]","['0.12', '0.668', '0.605']",247.0,1214,1244,792,730,1022.0,Primary,0.12,0.668,0.605,1,1,651.951,349.391,2,2,708.573,159.302,1.0,0.28,0.531,0.969,0.24,0.199,0.786,2,3
12,1008,41,36,1,F,509.667,4,5,"[3, 8, 4]","['0.13', '0.573', '0.8']",327.0,1125,1184,810,774,966.0,Primary,0.13,0.573,0.8,1,1,577.817,606.073,1,1,198.302,387.253,1.0,0.16,0.248,0.655,0.17,0.266,0.747,2,3
13,1009,53,60,1,F,463.282,4,6,"[7, 8, 8]","['0.17', '0.521', '0.337']",138.0,1162,1193,799,791,936.0,Primary,0.17,0.521,0.337,1,1,580.653,672.828,1,1,798.513,765.887,1.0,0.12,0.699,0.672,0.13,0.622,0.943,2,3
14,101,14,53,2,M,165.237,1,2,"[4, 6, 7]","['0.28', '0.165', '0.915']",429.0,,,,,235.0,Lower Secondary,0.28,0.165,0.915,,,,,,,,,2.0,,,,,,,2,3
15,1010,52,58,1,F,760.778,4,6,"[5, 9, 2]","['0.15', '0.903', '0.607']",249.0,1148,1185,758,751,985.0,Primary,0.15,0.903,0.607,1,1,756.441,757.992,1,1,450.827,575.474,2.0,0.17,0.451,0.289,0.19,0.647,0.198,2,3
16,1011,48,50,1,F,548.13,4,6,"[6, 8, 1]","['0.16', '0.617', '0.705']",289.0,1167,1190,845,777,1006.0,Primary,0.16,0.617,0.705,1,1,662.367,780.808,1,1,249.799,657.035,1.0,0.2,0.234,0.88,0.11,0.575,0.834,2,3
17,1012,53,60,2,M,232.877,4,6,"[8, 3, 1]","['0.36', '0.189', '0.862']",350.0,1216,1243,867,861,1024.0,Lower Secondary,0.36,0.189,0.862,2,1,568.631,92.787,3,3,521.485,147.15,2.0,0.42,0.521,0.769,0.54,0.12,0.998,2,3
18,1013,49,52,1,F,797.886,4,6,"[7, 1, 8]","['0.17', '0.549', '0.774']",315.0,1164,1209,784,809,1021.0,Primary,0.17,0.549,0.774,1,1,799.838,798.939,1,1,490.109,583.064,1.0,0.16,0.551,0.627,0.13,0.547,0.882,2,3
19,1014,45,44,1,M,211.061,4,5,"[2, 7, 5]","['0.12', '0.224', '0.235']",96.0,1213,1223,863,859,1023.0,Primary,0.12,0.224,0.235,1,1,750.062,596.33,1,1,795.282,507.923,1.0,0.18,0.596,0.574,0.19,0.349,0.824,2,3
20,1015,48,50,1,M,798.904,4,6,"[6, 7, 1]","['0.16', '0.849', '0.924']",378.0,1161,1191,759,798,984.0,Primary,0.16,0.849,0.924,1,2,748.88,725.676,1,1,732.198,797.332,3.0,0.16,0.915,0.997,0.19,0.997,0.714,2,3
21,1016,42,38,1,M,664.472,4,5,"[6, 5, 1]","['0.16', '0.623', '0.71']",291.0,1180,1221,846,790,1043.0,Primary,0.16,0.623,0.71,1,1,545.293,569.746,1,1,548.94,490.999,1.0,0.2,0.618,0.671,0.12,0.522,0.943,2,3
22,1017,49,52,1,F,485.154,4,6,"[1, 6, 8]","['0.11', '0.485', '0.983']",404.0,1140,1172,762,813,971.0,Primary,0.11,0.485,0.983,1,1,602.593,716.81,1,1,788.673,733.131,1.0,0.14,0.739,0.864,0.15,0.733,0.953,2,3
23,1018,49,52,1,F,143.546,4,6,"[2, 3, 1]","['0.12', '0.117', '0.487']",200.0,1158,1205,756,731,982.0,Primary,0.12,0.117,0.487,1,1,237.931,334.22,1,2,662.471,556.138,1.0,0.11,0.58,0.918,0.3,0.487,0.883,2,3
24,1019,48,50,1,M,747.478,4,6,"[8, 3, 5]","['0.18', '0.607', '0.738']",304.0,1194,1241,849,776,1040.0,Primary,0.18,0.607,0.738,1,1,790.484,442.036,1,1,655.855,625.156,1.0,0.16,0.492,0.531,0.13,0.586,0.99,2,3
25,102,13,62,4,M,524.857,1,2,"[2, 6, 10]","['0.48', '0.525', '0.522']",244.0,580,723,,,94.0,Lower Tertiary,0.48,0.525,0.522,1,1,355.026,737.988,,,,,4.0,,,,,,,2,3
26,1020,51,56,2,M,695.349,4,6,"[5, 5, 8]","['0.3', '0.652', '0.856']",352.0,1199,1237,766,720,1029.0,Lower Secondary,0.3,0.652,0.856,2,2,779.294,774.871,2,2,661.298,659.874,1.0,0.3,0.827,0.282,0.24,0.454,0.472,2,3
27,1021,44,42,1,M,46.18,4,5,"[6, 10, 4]","['0.16', '0.058', '0.624']",257.0,1164,1209,811,761,1013.0,Primary,0.16,0.058,0.624,1,1,799.838,798.939,3,3,774.834,742.243,1.0,0.6,0.63,0.656,0.51,0.835,0.824,2,3
28,1022,49,50,1,F,791.246,4,6,"[6, 4, 1]","['0.16', '0.692', '0.818']",338.0,1214,1244,884,830,1007.0,Primary,0.16,0.692,0.818,1,1,651.951,349.391,1,1,238.013,747.827,1.0,0.18,0.193,0.776,0.17,0.935,0.784,2,3
29,1023,43,38,1,F,506.641,4,5,"[6, 4, 10]","['0.16', '0.443', '0.586']",241.0,1213,1223,839,780,1014.0,Primary,0.16,0.443,0.586,1,1,750.062,596.33,1,1,133.556,148.931,1.0,0.14,0.159,0.744,0.12,0.112,0.687,2,3
30,1024,49,50,2,F,510.772,4,6,"[8, 4, 7]","['0.36', '0.447', '0.274']",113.0,1216,1243,842,781,1012.0,Lower Secondary,0.36,0.447,0.274,2,1,568.631,92.787,2,2,642.602,704.953,2.0,0.36,0.602,0.998,0.4,0.749,0.461,2,3
31,1025,49,50,1,F,786.268,4,6,"[7, 7, 4]","['0.17', '0.835', '0.998']",409.0,1192,1230,834,783,987.0,Primary,0.17,0.835,0.998,1,1,722.799,640.839,1,1,2.023,156.442,1.0,0.16,0.002,0.764,0.11,0.137,0.907,2,3
32,1026,51,54,1,F,411.531,4,6,"[9, 2, 7]","['0.19', '0.309', '0.82']",337.0,1217,1245,833,773,980.0,Primary,0.19,0.309,0.82,1,1,717.99,556.145,1,2,712.984,480.389,1.0,0.12,0.802,0.655,0.24,0.33,0.709,2,3
33,1027,50,52,1,F,646.229,4,6,"[2, 1, 6]","['0.12', '0.444', '0.715']",294.0,1219,1233,849,776,998.0,Primary,0.12,0.444,0.715,1,1,373.864,344.061,1,1,655.855,625.156,1.0,0.16,0.492,0.531,0.13,0.586,0.99,2,3
34,1028,49,50,2,F,192.8,4,6,"[7, 8, 5]","['0.34', '0.217', '0.854']",352.0,1211,1220,851,771,981.0,Lower Secondary,0.34,0.217,0.854,1,1,534.135,320.69,3,3,781.916,706.719,2.0,0.48,0.635,0.72,0.42,0.486,0.735,2,3
35,1029,50,52,1,F,771.277,4,6,"[7, 10, 9]","['0.17', '0.964', '0.799']",330.0,1199,1237,878,852,1020.0,Primary,0.17,0.964,0.799,2,2,779.294,774.871,1,1,746.545,514.787,2.0,0.17,0.933,0.703,0.17,0.483,0.783,2,3
36,103,2,44,4,M,542.092,1,1,"[10, 6, 6]","['0.8', '0.542', '0.256']",121.0,597,712,,,140.0,Lower Tertiary,0.8,0.542,0.256,2,2,609.109,616.291,,,,,4.0,,,,,,,2,3
37,1030,51,54,1,M,644.627,4,6,"[4, 6, 5]","['0.14', '0.645', '0.24']",99.0,1232,1246,862,866,1062.0,Primary,0.14,0.645,0.24,1,1,631.33,691.38,1,1,593.334,428.591,2.0,0.11,0.519,0.3,0.14,0.402,0.317,2,3
38,1031,42,36,1,M,570.466,4,5,"[9, 10, 1]","['0.19', '0.713', '0.783']",324.0,1235,1250,875,865,1064.0,Primary,0.19,0.713,0.783,1,1,767.871,780.678,1,1,206.563,679.118,1.0,0.17,0.232,0.975,0.16,0.552,0.917,2,3
39,1032,49,50,1,F,612.233,4,6,"[1, 1, 3]","['0.11', '0.421', '0.959']",398.0,1197,1225,817,794,989.0,Primary,0.11,0.421,0.959,1,1,657.52,633.396,2,2,444.127,46.372,1.0,0.24,0.527,0.738,0.38,0.049,0.334,2,3
40,1033,43,38,1,M,778.829,4,5,"[2, 2, 1]","['0.12', '0.584', '0.599']",249.0,1249,1258,881,840,1082.0,Primary,0.12,0.584,0.599,1,1,727.799,769.08,1,1,326.928,787.046,1.0,0.13,0.368,0.324,0.18,0.885,0.695,2,3
41,1034,43,38,1,F,777.327,4,5,"[7, 1, 2]","['0.17', '0.534', '0.866']",361.0,1212,1239,869,829,978.0,Primary,0.17,0.534,0.866,1,1,508.625,346.115,1,1,137.581,457.375,1.0,0.16,0.146,0.74,0.12,0.4,0.731,2,3
42,1035,48,48,1,F,69.779,4,6,"[8, 2, 10]","['0.18', '0.052', '0.835']",349.0,1187,1228,821,808,973.0,Primary,0.18,0.052,0.835,1,1,730.951,571.303,2,2,398.558,86.529,1.0,0.26,0.349,0.716,0.32,0.07,0.588,2,3
43,1036,50,52,2,M,752.188,4,6,"[5, 8, 10]","['0.3', '0.846', '0.936']",392.0,1270,1278,854,825,1095.0,Lower Secondary,0.3,0.846,0.936,1,2,70.167,706.706,2,2,797.603,761.954,1.0,0.34,0.847,0.458,0.26,0.905,0.257,2,3
44,1037,50,52,2,F,387.181,4,6,"[5, 6, 1]","['0.3', '0.387', '0.7']",294.0,1179,1238,831,787,977.0,Lower Secondary,0.3,0.387,0.7,2,1,573.166,797.032,3,3,702.074,732.644,2.0,0.57,0.483,0.644,0.6,0.733,0.979,2,3
45,1038,51,54,4,F,226.366,4,6,"[5, 2, 3]","['0.6', '0.17', '0.736']",309.0,1186,1227,874,838,1054.0,Lower Tertiary,0.6,0.17,0.736,1,3,1.133,12.657,1,5,737.553,581.533,1.0,0.16,0.553,0.266,0.8,0.582,0.101,2,3
46,1039,45,42,2,M,764.83,4,5,"[9, 6, 1]","['0.38', '0.765', '0.815']",343.0,1262,1265,836,816,1085.0,Lower Secondary,0.38,0.765,0.815,2,1,699.302,37.461,2,2,466.721,776.869,1.0,0.38,0.496,0.706,0.4,0.874,0.295,2,3
