,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,1,46,1,F,31.933,1,1,"[1, 1, 1]","['0.11', '0.022', '0.998']",459.0,,,,,,,Primary,0.11,0.022,0.998,,,,,,,,,,,,,,,,,,3,8
1,1,11,53,3,M,665.607,1,2,"[1, 3, 2]","['0.33', '0.541', '0.762']",374.0,500,596,711,,,392.0,Upper Secondary,0.33,0.541,0.762,4,4,4,760.505,718.509,681.533,,,,,4.0,,,,,,,3,8
2,10,1,55,1,M,703.391,1,1,"[1, 5, 5]","['0.11', '0.659', '0.998']",452.0,,,,,,,Primary,0.11,0.659,0.998,,,,,,,,,,,,,,,,,,3,8
3,100,0,56,3,F,143.013,1,1,"[6, 1, 2]","['0.48', '0.098', '0']",,,,,,,,Upper Secondary,0.48,0.098,0,,,,,,,,,,,,,,,,,,3,8
4,1000,56,64,4,M,659.995,5,7,"[9, 1, 8]","['0.76', '0.454', '0.707']",353.0,1075,1174,1191,845,977,880.0,Lower Tertiary,0.76,0.454,0.707,4,5,4,507.845,648.654,468.828,2,1,106.092,81.332,3.0,0.4,0.099,0.832,0.14,0.076,0.874,3,8
5,1001,55,62,2,F,79.975,4,6,"[7, 2, 6]","['0.34', '0.06', '0.199']",99.0,1245,1288,1347,766,860,1056.0,Lower Secondary,0.34,0.06,0.199,4,5,3,562.318,559.752,635.103,5,3,584.319,106.697,3.0,0.85,0.511,0.969,0.33,0.073,0.906,3,8
6,1002,40,32,5,M,676.519,4,5,"[8, 10, 3]","['0.9', '0.846', '0.74']",368.0,1200,1251,,718,743,987.0,Upper Tertiary,0.9,0.846,0.74,4,4,,785.712,750.458,,4,5,555.891,625.088,4.0,0.44,0.486,0.704,0.95,0.508,0.719,3,8
7,1003,52,56,4,F,665.525,4,6,"[3, 9, 2]","['0.52', '0.79', '0.948']",472.0,1286,1318,1384,760,862,1083.0,Lower Tertiary,0.52,0.79,0.948,5,4,5,746.308,673.832,772.103,4,5,798.509,672.203,5.0,0.76,0.898,0.931,0.65,0.63,0.896,3,8
8,1004,52,56,3,F,683.482,4,6,"[10, 4, 1]","['0.6', '0.598', '0.85']",424.0,1265,1337,1398,693,745,988.0,Upper Secondary,0.6,0.598,0.85,4,4,5,671.603,677.88,788.953,3,5,540.324,485.122,5.0,0.54,0.507,0.998,0.55,0.576,0.897,3,8
9,1005,58,68,5,M,660.23,5,7,"[4, 1, 8]","['0.7', '0.454', '0.792']",396.0,1213,1252,1338,833,916,982.0,Upper Tertiary,0.7,0.454,0.792,5,5,5,340.006,587.514,712.893,2,5,589.269,724.873,4.0,0.22,0.405,0.954,0.95,0.77,0.906,3,8
10,1006,51,54,4,M,168.4,5,6,"[6, 6, 7]","['0.64', '0.168', '0.87']",429.0,1094,1144,,863,923,906.0,Lower Tertiary,0.64,0.168,0.87,4,5,,592.256,451.911,,5,5,540.849,680.16,3.0,0.55,0.541,0.868,0.7,0.638,0.942,3,8
11,1007,52,56,4,F,138.492,4,6,"[4, 5, 7]","['0.56', '0.13', '0.978']",480.0,1227,1409,1435,847,914,1065.0,Lower Tertiary,0.56,0.13,0.978,3,5,4,56.411,399.21,68.749,4,5,787.661,366.789,5.0,0.44,0.788,0.534,0.65,0.321,0.724,3,8
12,1008,53,58,4,F,188.102,4,6,"[2, 4, 9]","['0.48', '0.165', '0.807']",397.0,1278,1301,1414,801,873,1073.0,Lower Tertiary,0.48,0.165,0.807,5,5,3,366.759,692.889,103.232,5,1,690.237,788.159,3.0,0.6,0.647,0.972,0.18,0.64,0.782,3,8
