,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,13,55,4,M,392.81,1,2,"[4, 1, 6]","['0.56', '0.27', '0.757']",349.0,,,,,180.0,Lower Tertiary,0.56,0.27,0.757,,,,,,,,,,,,,,,3,5
1,1,12,52,3,M,295.808,1,2,"[3, 5, 9]","['0.39', '0.277', '0.834']",377.0,,,,,63.0,Upper Secondary,0.39,0.277,0.834,,,,,,,,,,,,,,,3,5
2,10,0,57,1,F,152.734,1,1,"[5, 4, 4]","['0.15', '0.134', '0']",,,,,,,Primary,0.15,0.134,0,,,,,,,,,,,,,,,3,5
3,100,11,47,3,M,299.809,1,2,"[7, 8, 6]","['0.51', '0.337', '0.698']",315.0,542,565,,,454.0,Upper Secondary,0.51,0.337,0.698,4,5,353.769,423.827,,,,,,,,,,,3,5
4,1000,54,60,5,M,780.137,4,6,"[2, 7, 4]","['0.6', '0.829', '0.45']",213.0,1167,1228,876,840,1024.0,Upper Tertiary,0.6,0.829,0.45,5,5,747.712,706.029,4,1,667.605,523.009,0.8,0.835,0.939,0.13,0.588,0.745,3,5
5,1001,58,68,4,F,681.641,4,6,"[9, 5, 3]","['0.76', '0.639', '0.975']",460.0,1149,1212,856,795,950.0,Lower Tertiary,0.76,0.639,0.975,4,4,307.78,148.098,3,5,21.218,706.23,0.36,0.025,0.618,0.85,0.574,0.426,3,5
6,1002,50,52,2,F,259.578,4,5,"[1, 6, 8]","['0.22', '0.26', '0.939']",443.0,1205,1249,805,837,925.0,Lower Secondary,0.22,0.26,0.939,4,5,356.126,788.186,5,5,778.67,708.347,0.9,0.633,0.921,1.0,0.62,0.998,3,5
7,1003,50,52,5,F,735.104,4,5,"[5, 5, 2]","['0.75', '0.689', '0.708']",335.0,1168,1225,857,763,870.0,Upper Tertiary,0.75,0.689,0.708,5,5,699.508,479.126,4,5,447.493,768.249,0.48,0.364,0.876,0.65,0.816,0.838,3,5
8,1004,48,48,4,F,761.854,4,5,"[10, 2, 5]","['0.8', '0.571', '0.936']",442.0,1152,1204,843,736,921.0,Lower Tertiary,0.8,0.571,0.936,2,4,86.041,729.896,2,4,702.561,453.277,0.38,0.659,0.694,0.48,0.567,0.77,3,5
9,1005,54,60,3,F,105.702,4,6,"[1, 3, 6]","['0.33', '0.086', '0.917']",433.0,1216,1252,845,731,956.0,Upper Secondary,0.33,0.086,0.917,5,3,542.395,65.512,4,5,526.599,627.772,0.64,0.362,0.949,0.55,0.549,0.841,3,5
