,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,3,57,5,M,480.06,1,1,"[7, 1, 6]","['0.85', '0.33', '0.643']",290.0,,,,,,,Upper Tertiary,0.85,0.33,0.643,,,,,,,,,,,,,,,,,,2,2
1,1,1,53,1,M,258.86,1,1,"[7, 8, 5]","['0.17', '0.291', '0.953']",443.0,584,,,,,349.0,Primary,0.17,0.291,0.953,1,,,766.008,,,,,,,1.0,,,,,,,2,2
2,10,1,51,1,F,394.218,1,1,"[3, 4, 4]","['0.13', '0.345', '0.976']",438.0,,,,,,,Primary,0.13,0.345,0.976,,,,,,,,,,,,,,,,,,2,2
3,100,3,52,4,F,333.961,1,1,"[9, 9, 10]","['0.76', '0.397', '0.487']",220.0,,,,,,,Lower Tertiary,0.76,0.397,0.487,,,,,,,,,,,,,,,,,,2,2
4,1000,62,74,5,F,271.149,5,6,"[4, 1, 4]","['0.7', '0.186', '0.857']",420.0,1191,1202,1277,742,811,1003.0,Upper Tertiary,0.7,0.186,0.857,4,4,5,43.7,1.948,205.852,5,5,364.079,253.243,5.0,0.95,0.364,0.547,1.0,0.269,0.423,2,2
5,1001,60,70,4,F,553.534,4,6,"[8, 2, 10]","['0.72', '0.415', '0.483']",237.0,1337,1363,,873,813,979.0,Lower Tertiary,0.72,0.415,0.483,5,5,,738.662,674.023,,4,4,275.568,646.626,4.0,0.72,0.241,0.796,0.64,0.485,0.663,2,2
6,1002,50,50,3,M,755.064,4,5,"[4, 1, 9]","['0.42', '0.519', '0.585']",288.0,,,,772,754,996.0,Upper Secondary,0.42,0.519,0.585,,,,,,,3,3,559.472,774.786,3.0,0.57,0.559,0.958,0.57,0.872,0.972,2,2
7,1003,49,48,5,M,549.37,4,5,"[3, 1, 1]","['0.65', '0.378', '0.809']",397.0,1191,1202,1277,817,816,1000.0,Upper Tertiary,0.65,0.378,0.809,4,4,5,43.7,1.948,205.852,4,4,466.819,446.173,5.0,0.64,0.496,0.848,0.56,0.39,0.718,2,2
8,1004,61,72,4,F,661.542,4,6,"[9, 8, 1]","['0.76', '0.744', '0.937']",461.0,1230,1312,1343,879,860,1008.0,Lower Tertiary,0.76,0.744,0.937,4,5,4,702.225,783.676,590.391,4,5,644.954,656.623,4.0,0.48,0.806,0.772,0.85,0.821,0.796,2,2
9,1005,57,64,3,F,382.456,4,6,"[5, 3, 3]","['0.45', '0.311', '0.966']",476.0,,,,885,877,1055.0,Upper Secondary,0.45,0.311,0.966,,,,,,,4,5,286.497,643.673,3.0,0.64,0.215,0.866,0.6,0.644,0.778,2,2
