,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,46,3,F,525.366,1,1,"[9, 6, 7]","['0.57', '0.525', '0']",,,,,,,Upper Secondary,0.57,0.525,0,,,,,,,,,,,,,,,2,1
1,1,20,58,4,F,552.58,1,3,"[4, 10, 9]","['0.56', '0.691', '0.413']",190.0,525,606,,,289.0,Lower Tertiary,0.56,0.691,0.413,4,5,553.914,631.614,,,,,,,,,,,2,1
2,10,1,47,1,F,592.263,1,1,"[10, 1, 7]","['0.2', '0.407', '0.904']",425.0,,,,,147.0,Primary,0.2,0.407,0.904,,,,,,,,,,,,,,,2,1
3,100,1,51,2,F,434.857,1,1,"[6, 5, 4]","['0.32', '0.408', '0.827']",405.0,,,,,55.0,Lower Secondary,0.32,0.408,0.827,,,,,,,,,,,,,,,2,1
4,1000,53,60,5,F,513.299,4,6,"[6, 8, 9]","['0.8', '0.577', '0.942']",408.0,1197,1219,791,743,970.0,Upper Tertiary,0.8,0.577,0.942,4,4,785.324,771.19,5,5,721.298,753.854,0.6,0.586,0.828,0.55,0.565,0.697,2,1
5,1001,65,84,5,F,799.832,4,6,"[5, 4, 10]","['0.75', '0.7', '0.887']",384.0,1175,1248,794,806,971.0,Upper Tertiary,0.75,0.7,0.887,5,5,588.875,544.127,5,5,698.467,799.229,0.7,0.829,0.85,0.7,0.999,0.886,2,1
6,1002,57,68,3,F,178.232,4,6,"[1, 2, 3]","['0.33', '0.134', '0.998']",433.0,1201,1225,809,767,951.0,Upper Secondary,0.33,0.134,0.998,4,4,747.486,216.628,4,4,744.39,479.158,0.52,0.558,0.916,0.44,0.539,0.968,2,1
7,1003,53,60,3,F,633.433,4,6,"[9, 2, 7]","['0.57', '0.475', '0.825']",358.0,1199,1247,770,664,950.0,Upper Secondary,0.57,0.475,0.825,5,4,693.795,677.042,3,3,260.709,3.389,0.57,0.277,0.96,0.42,0.004,0.418,2,1
8,1004,55,64,5,M,795.497,4,6,"[8, 8, 8]","['0.9', '0.895', '0.977']",422.0,1233,1318,779,711,1068.0,Upper Tertiary,0.9,0.895,0.977,4,3,672.107,746.511,5,5,731.978,695.34,0.9,0.915,0.876,1.0,0.695,0.711,2,1
9,1005,53,60,5,F,652.532,4,6,"[6, 3, 1]","['0.8', '0.53', '0.915']",396.0,1159,1224,861,761,949.0,Upper Tertiary,0.8,0.53,0.915,5,5,683.769,541.844,4,4,382.578,36.97,0.76,0.287,0.991,0.44,0.046,0.686,2,1
10,1006,53,60,2,F,715.616,4,6,"[9, 6, 5]","['0.38', '0.716', '0.767']",333.0,1188,1234,820,843,960.0,Lower Secondary,0.38,0.716,0.767,5,3,755.978,651.29,5,5,746.17,778.0,0.75,0.7,0.977,0.75,0.875,0.99,2,1
11,1007,53,60,3,M,10.293,4,6,"[5, 10, 1]","['0.45', '0.013', '0.991']",429.0,1249,1291,844,792,1060.0,Upper Secondary,0.45,0.013,0.991,5,4,751.529,753.379,4,4,785.186,643.115,0.52,0.736,0.89,0.52,0.482,0.757,2,1
12,1008,54,62,4,F,200.908,4,6,"[7, 6, 1]","['0.68', '0.201', '0.959']",416.0,1169,1228,866,846,944.0,Lower Tertiary,0.68,0.201,0.959,5,5,475.332,476.64,5,5,796.388,496.001,0.65,0.796,0.807,0.6,0.465,0.806,2,1
