,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,2,47,4,F,684.38,1,1,"[8, 4, 7]","['0.72', '0.599', '0.249']",121.0,,,,,307.0,Lower Tertiary,0.72,0.599,0.249,,,,,,,,,5.0,,,,,,,5,1
1,1,2,55,3,F,680.032,1,1,"[1, 4, 2]","['0.33', '0.595', '0.724']",352.0,,,,,335.0,Upper Secondary,0.33,0.595,0.724,,,,,,,,,4.0,,,,,,,5,1
2,10,0,55,1,M,64.893,1,1,"[10, 8, 9]","['0.2', '0.073', '0']",,,,,,,Primary,0.2,0.073,0,,,,,,,,,,,,,,,,5,1
3,100,1,50,3,F,314.752,1,1,"[4, 4, 10]","['0.42', '0.275', '0.828']",390.0,,,,,354.0,Upper Secondary,0.42,0.275,0.828,,,,,,,,,4.0,,,,,,,5,1
4,1000,56,62,5,F,319.149,4,6,"[3, 10, 9]","['0.65', '0.399', '0.956']",474.0,1161,1293,893,867,997.0,Upper Tertiary,0.65,0.399,0.956,2,2,418.809,441.963,5,3,685.853,461.758,4.0,0.65,0.557,0.758,0.57,0.317,0.787,5,1
5,1001,57,64,5,M,536.104,4,6,"[6, 10, 10]","['0.8', '0.67', '0.95']",471.0,,,778,654,,Upper Tertiary,0.8,0.67,0.95,,,,,4,5,793.175,363.075,,0.76,0.545,0.899,0.65,0.34,0.416,5,1
6,1002,57,64,4,F,339.113,5,7,"[5, 10, 9]","['0.6', '0.424', '0.998']",496.0,1303,1318,883,807,970.0,Lower Tertiary,0.6,0.424,0.998,1,2,785.407,738.428,5,3,635.049,69.072,5.0,0.8,0.675,0.84,0.51,0.052,0.956,5,1
7,1003,57,64,4,M,512.829,4,6,"[1, 7, 1]","['0.44', '0.545', '0.455']",226.0,1176,1188,922,877,986.0,Lower Tertiary,0.44,0.545,0.455,5,5,551.625,422.241,4,5,768.664,684.8,5.0,0.52,0.528,0.787,0.7,0.856,0.991,5,1
8,1004,56,62,4,M,662.47,4,6,"[9, 7, 1]","['0.76', '0.704', '0.958']",477.0,1234,1333,779,660,991.0,Lower Tertiary,0.76,0.704,0.958,4,4,727.067,767.228,3,5,579.353,720.246,5.0,0.51,0.688,0.762,0.65,0.855,0.332,5,1
9,1005,57,64,5,M,789.034,4,6,"[8, 4, 7]","['0.9', '0.69', '0.98']",487.0,1192,1237,803,767,1082.0,Upper Tertiary,0.9,0.69,0.98,5,4,543.408,12.528,4,5,786.66,775.73,4.0,0.76,0.983,0.732,0.7,0.533,0.661,5,1
10,1006,59,68,5,F,672.465,4,6,"[7, 2, 8]","['0.85', '0.504', '0.93']",463.0,1245,1284,852,798,1027.0,Upper Tertiary,0.85,0.504,0.93,4,4,51.97,31.919,5,3,793.181,313.374,4.0,0.55,0.744,0.659,0.54,0.333,0.479,5,1
11,1007,61,72,5,F,527.175,4,6,"[10, 6, 7]","['1.0', '0.527', '0.71']",353.0,1165,1250,787,739,1054.0,Upper Tertiary,1.0,0.527,0.71,5,5,597.481,561.705,5,3,750.51,571.262,4.0,0.7,0.797,0.947,0.6,0.428,0.851,5,1
12,1008,46,42,4,M,735.398,4,5,"[6, 7, 6]","['0.64', '0.781', '0.853']",425.0,1231,1320,835,762,1033.0,Lower Tertiary,0.64,0.781,0.853,4,4,791.087,708.92,3,4,779.681,717.441,5.0,0.39,0.877,0.884,0.48,0.762,0.885,5,1
13,1009,58,66,5,M,797.987,4,6,"[6, 8, 3]","['0.8', '0.898', '0.842']",420.0,1297,1321,849,827,1044.0,Upper Tertiary,0.8,0.898,0.842,4,4,799.727,799.529,5,4,734.566,797.461,1.0,0.95,0.872,0.781,0.76,0.698,0.715,5,1
14,101,2,45,2,F,487.722,1,1,"[5, 10, 4]","['0.3', '0.61', '0.803']",358.0,,,,,102.0,Lower Secondary,0.3,0.61,0.803,,,,,,,,,5.0,,,,,,,5,1
15,1010,48,46,5,F,726.272,4,5,"[5, 4, 6]","['0.75', '0.635', '0.944']",472.0,1171,1204,878,908,1049.0,Upper Tertiary,0.75,0.635,0.944,5,5,392.14,748.822,5,4,765.258,680.251,4.0,0.95,0.861,0.661,0.72,0.765,0.911,5,1
16,1011,56,62,2,M,755.804,4,6,"[3, 6, 7]","['0.26', '0.756', '0.882']",441.0,1190,1198,819,773,1029.0,Lower Secondary,0.26,0.756,0.882,4,3,762.569,793.161,4,5,751.17,561.713,5.0,0.44,0.939,0.974,0.95,0.632,0.904,5,1
17,1012,57,64,4,M,165.232,4,6,"[3, 2, 10]","['0.52', '0.124', '0.904']",450.0,1175,1189,797,727,981.0,Lower Tertiary,0.52,0.124,0.904,5,4,303.294,57.673,1,5,35.921,597.376,5.0,0.12,0.036,0.659,0.55,0.411,0.476,5,1
18,1013,57,64,4,M,371.512,4,6,"[5, 2, 5]","['0.6', '0.279', '0.912']",455.0,1212,1261,917,892,1055.0,Lower Tertiary,0.6,0.279,0.912,4,5,143.273,736.202,4,5,129.644,711.412,5.0,0.76,0.146,0.945,0.6,0.534,0.994,5,1
19,1014,58,66,3,M,386.49,4,6,"[4, 6, 7]","['0.42', '0.386', '0.749']",373.0,1213,1265,758,714,1061.0,Upper Secondary,0.42,0.386,0.749,2,5,321.839,724.635,4,5,647.63,600.993,4.0,0.72,0.486,0.918,0.85,0.601,0.966,5,1
20,1015,47,44,4,M,764.65,4,5,"[6, 2, 4]","['0.64', '0.573', '0.958']",477.0,1177,1260,847,825,1035.0,Lower Tertiary,0.64,0.573,0.958,3,2,146.324,83.28,5,3,644.316,581.969,5.0,0.75,0.805,0.398,0.51,0.727,0.938,5,1
21,1016,59,68,4,M,119.544,4,6,"[5, 3, 7]","['0.6', '0.097', '0.918']",457.0,1251,1347,880,862,1051.0,Lower Tertiary,0.6,0.097,0.918,3,3,8.801,15.89,2,5,301.97,790.769,2.0,0.22,0.226,0.821,0.7,0.741,0.789,5,1
22,1017,47,44,5,M,735.111,4,5,"[8, 5, 7]","['0.9', '0.689', '0.986']",492.0,1329,1376,737,688,1148.0,Upper Tertiary,0.9,0.689,0.986,5,5,746.937,547.146,5,1,709.404,676.445,4.0,1.0,0.887,0.939,0.18,0.634,0.856,5,1
