,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,14,55,3,F,615.293,1,2,"[7, 7, 7]","['0.51', '0.654', '0.485']",234.0,501,543,,,149.0,Upper Secondary,0.51,0.654,0.485,5,4,650.945,636.329,,,,,,,,,,,3,8
1,1,0,54,3,F,312.206,1,1,"[8, 9, 5]","['0.54', '0.371', '0']",,,,,,,Upper Secondary,0.54,0.371,0,,,,,,,,,,,,,,,3,8
2,10,22,61,3,F,338.772,1,3,"[6, 6, 5]","['0.48', '0.339', '0.736']",338.0,547,670,,,504.0,Upper Secondary,0.48,0.339,0.736,5,4,579.38,461.623,,,,,,,,,,,3,8
3,100,12,52,1,F,308.889,1,2,"[8, 1, 4]","['0.18', '0.212', '0.949']",465.0,623,,,,399.0,Primary,0.18,0.212,0.949,1,,176.346,,,,,,,,,,,,3,8
4,1000,58,68,4,F,597.212,5,7,"[7, 3, 10]","['0.68', '0.485', '0.976']",409.0,1190,1279,780,805,984.0,Lower Tertiary,0.68,0.485,0.976,4,4,386.572,20.822,5,1,591.756,498.482,0.7,0.592,0.954,0.12,0.592,0.998,3,8
5,1001,68,88,4,M,210.388,4,6,"[10, 6, 5]","['0.8', '0.21', '0.49']",206.0,1154,1207,761,739,970.0,Lower Tertiary,0.8,0.21,0.49,5,5,600.91,660.74,4,5,413.951,554.556,0.52,0.362,0.765,0.6,0.451,0.831,3,8
6,1002,53,58,5,F,785.456,4,6,"[3, 8, 6]","['0.65', '0.884', '0.993']",417.0,1191,1276,877,785,1062.0,Upper Tertiary,0.65,0.884,0.993,3,3,784.196,797.695,5,4,669.875,728.045,0.6,0.837,0.779,0.56,0.91,0.328,3,8
7,1003,53,58,4,F,755.536,5,6,"[3, 7, 3]","['0.52', '0.803', '0.776']",326.0,1178,1283,872,884,990.0,Lower Tertiary,0.52,0.803,0.776,5,5,760.995,701.961,5,4,786.169,751.352,0.85,0.737,0.846,0.76,0.892,0.988,3,8
8,1004,56,64,2,M,67.95,4,6,"[4, 9, 5]","['0.28', '0.081', '0.758']",319.0,1209,1280,879,878,1048.0,Lower Secondary,0.28,0.081,0.758,5,4,377.604,241.913,5,5,795.75,567.334,0.8,0.597,0.904,0.7,0.426,0.956,3,8
9,1005,43,38,4,M,281.603,4,5,"[9, 9, 5]","['0.76', '0.334', '0.952']",401.0,1148,1196,747,698,950.0,Lower Tertiary,0.76,0.334,0.952,4,5,426.311,676.21,2,5,26.674,784.803,0.36,0.023,0.591,0.8,0.589,0.91,3,8
10,1006,56,64,5,F,736.865,5,7,"[6, 9, 9]","['0.8', '0.875', '0.649']",274.0,1217,1282,871,744,1058.0,Upper Tertiary,0.8,0.875,0.649,5,5,719.557,729.743,4,5,231.37,672.108,0.76,0.289,0.774,1.0,0.714,0.998,3,8
11,1007,41,34,4,F,153.676,4,5,"[5, 9, 10]","['0.6', '0.182', '0.981']",415.0,1213,1264,790,786,1052.0,Lower Tertiary,0.6,0.182,0.981,3,5,340.851,347.297,5,4,273.231,526.397,0.55,0.256,0.734,0.44,0.428,0.779,3,8
12,1008,52,56,4,F,757.426,5,6,"[4, 9, 2]","['0.56', '0.899', '0.774']",328.0,1224,1255,859,768,974.0,Lower Tertiary,0.56,0.899,0.774,4,3,798.787,799.04,2,5,679.694,491.206,0.34,0.722,0.841,0.85,0.614,0.983,3,8
13,1009,55,62,5,M,306.026,4,6,"[9, 1, 4]","['0.95', '0.21', '0.901']",383.0,1249,1298,759,734,1067.0,Upper Tertiary,0.95,0.21,0.901,5,5,724.375,597.959,2,5,104.69,660.882,0.24,0.092,0.884,0.95,0.454,0.937,3,8
14,101,3,48,3,M,258.036,1,1,"[2, 2, 10]","['0.36', '0.194', '0.904']",425.0,717,,,,96.0,Upper Secondary,0.36,0.194,0.904,2,,49.013,,,,,,,,,,,,3,8
15,1010,43,38,1,M,63.764,4,5,"[7, 3, 2]","['0.17', '0.052', '0.991']",422.0,1230,1284,799,665,997.0,Primary,0.17,0.052,0.991,2,3,767.915,764.935,3,2,145.233,161.017,0.39,0.145,0.909,0.36,0.121,0.99,3,8
16,1011,55,62,5,M,533.575,4,6,"[10, 5, 7]","['1.0', '0.5', '0.642']",274.0,1221,1254,840,880,994.0,Upper Tertiary,1.0,0.5,0.642,5,5,406.055,416.89,1,2,106.765,51.615,0.17,0.1,0.884,0.26,0.045,0.808,3,8
17,1012,59,70,4,F,323.768,4,6,"[2, 9, 2]","['0.48', '0.384', '0.956']",409.0,1201,1265,809,754,1050.0,Lower Tertiary,0.48,0.384,0.956,5,5,702.709,685.065,4,5,648.41,792.871,0.6,0.527,0.896,0.6,0.743,0.896,3,8
