,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Child3,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child3_Edu,Child1_Income,Child2_Income,Child3_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,4,65,3,M,411.176,1,1,"[6, 1, 5]","['0.48', '0.283', '0.777']",365.0,,,,,,,Upper Secondary,0.48,0.283,0.777,,,,,,,,,,,,,,,,,,2,7
1,1,0,51,4,M,211.508,1,1,"[9, 2, 4]","['0.76', '0.159', '0']",,,,,,,,Lower Tertiary,0.76,0.159,0,,,,,,,,,,,,,,,,,,2,7
2,10,1,61,1,F,719.992,1,1,"[7, 4, 2]","['0.17', '0.63', '0.914']",437.0,,,,,,,Primary,0.17,0.63,0.914,,,,,,,,,,,,,,,,,,2,7
3,100,1,53,4,F,271.993,1,1,"[2, 4, 2]","['0.48', '0.238', '0.832']",391.0,,,,,,,Lower Tertiary,0.48,0.238,0.832,,,,,,,,,,,,,,,,,,2,7
4,1000,58,66,5,F,762.369,4,6,"[6, 9, 9]","['0.8', '0.905', '0.957']",379.0,1252,1319,1338,729,717,943.0,Upper Tertiary,0.8,0.905,0.957,4,4,3,741.102,701.099,798.283,5,5,776.898,767.813,5.0,0.9,0.874,0.616,0.8,0.912,0.596,2,7
5,1001,63,76,4,M,544.536,4,6,"[4, 4, 4]","['0.56', '0.476', '0.88']",344.0,1314,1348,1413,765,818,1049.0,Lower Tertiary,0.56,0.476,0.88,4,5,4,632.223,710.26,612.685,5,5,540.941,620.721,4.0,0.55,0.575,0.788,0.9,0.621,0.96,2,7
6,1002,57,64,4,M,358.658,4,6,"[9, 8, 1]","['0.76', '0.403', '0.949']",370.0,1294,,,759,725,1044.0,Lower Tertiary,0.76,0.403,0.949,5,,,785.006,,,5,5,504.225,793.462,4.0,0.75,0.536,0.746,0.85,0.645,0.705,2,7
7,1003,45,40,1,F,1.898,4,5,"[6, 9, 6]","['0.16', '0.002', '0.419']",164.0,1263,1320,,775,768,1010.0,Primary,0.16,0.002,0.419,3,5,,622.373,241.378,,3,2,215.971,42.001,1.0,0.39,0.229,0.99,0.32,0.037,0.958,2,7
8,1004,55,60,4,M,290.289,4,6,"[3, 5, 10]","['0.52', '0.272', '0.939']",367.0,1303,1321,1410,743,730,1029.0,Lower Tertiary,0.52,0.272,0.939,5,5,4,734.996,743.595,723.471,5,5,745.23,554.263,4.0,0.75,0.605,0.87,0.65,0.485,0.658,2,7
9,1005,45,40,5,M,600.608,4,5,"[3, 1, 9]","['0.65', '0.413', '0.918']",360.0,1269,1440,1445,720,712,1048.0,Upper Tertiary,0.65,0.413,0.918,4,5,5,99.847,422.357,756.164,2,4,424.889,443.564,5.0,0.4,0.372,0.71,0.72,0.388,0.176,2,7
