,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,10,41,1,F,190.108,1,2,"[5, 3, 4]","['0.15', '0.154', '0.983']",475.0,554,704,,,150.0,Primary,0.15,0.154,0.983,1,1,388.784,172.24,,,,,,,,,,,2,3
1,1,0,53,1,M,67.777,1,1,"[6, 9, 7]","['0.16', '0.08', '0']",,,,,,,Primary,0.16,0.08,0,,,,,,,,,,,,,,,2,3
2,10,11,61,3,F,373.757,1,2,"[6, 4, 3]","['0.48', '0.327', '0.754']",347.0,565,696,,,90.0,Upper Secondary,0.48,0.327,0.754,3,3,305.155,614.686,,,,,,,,,,,2,3
3,100,13,63,4,F,481.105,1,2,"[6, 1, 5]","['0.64', '0.331', '0.649']",294.0,559,673,,,415.0,Lower Tertiary,0.64,0.331,0.649,5,4,533.218,101.125,,,,,,,,,,,2,3
4,1000,60,74,4,F,795.252,5,6,"[2, 4, 10]","['0.48', '0.696', '0.868']",429.0,1197,1228,809,899,1153.0,Lower Tertiary,0.48,0.696,0.868,5,3,741.354,452.109,4,4,587.567,775.736,0.8,0.698,0.952,0.76,0.873,0.706,2,3
5,1001,57,68,4,M,644.631,5,6,"[4, 10, 2]","['0.56', '0.806', '0.988']",489.0,1081,1129,744,776,880.0,Lower Tertiary,0.56,0.806,0.988,2,3,155.01,114.125,5,5,786.803,763.335,0.65,0.787,0.887,0.7,0.763,0.875,2,3
6,1002,56,66,5,F,751.123,5,7,"[6, 4, 4]","['0.8', '0.657', '0.909']",451.0,1267,1314,841,941,1117.0,Upper Tertiary,0.8,0.657,0.909,4,4,84.947,195.257,3,5,635.663,555.226,0.42,0.636,0.945,1.0,0.659,0.868,2,3
7,1003,62,78,1,F,775.596,4,6,"[2, 9, 7]","['0.12', '0.921', '0.942']",468.0,1172,1248,767,821,983.0,Primary,0.12,0.921,0.942,5,2,798.234,781.836,3,3,489.916,729.854,0.6,0.429,0.996,0.33,0.912,0.894,2,3
8,1004,59,72,2,M,542.18,5,7,"[4, 8, 3]","['0.28', '0.61', '0.725']",361.0,1182,1266,842,923,969.0,Lower Secondary,0.28,0.61,0.725,1,5,758.474,765.047,4,5,659.886,294.02,0.44,0.66,0.978,0.9,0.331,0.93,2,3
9,1005,56,66,5,M,646.021,4,6,"[5, 6, 6]","['0.75', '0.646', '0.523']",260.0,1199,1278,738,761,978.0,Upper Tertiary,0.75,0.646,0.523,5,5,694.808,672.581,5,5,422.904,652.084,0.85,0.476,0.593,0.85,0.571,0.595,2,3
10,1006,55,64,1,F,713.016,4,6,"[3, 4, 3]","['0.13', '0.624', '0.99']",492.0,1194,1375,839,913,1102.0,Primary,0.13,0.624,0.99,3,3,525.971,461.652,2,2,389.788,677.747,0.28,0.439,0.936,0.24,0.678,0.938,2,3
11,1007,55,64,2,F,52.589,5,6,"[1, 9, 10]","['0.22', '0.062', '0.841']",419.0,1207,1247,861,894,1121.0,Lower Secondary,0.22,0.062,0.841,2,4,740.461,678.938,1,4,165.476,745.841,0.14,0.134,0.704,0.48,0.699,0.614,2,3
12,1008,56,66,5,F,628.167,4,6,"[8, 5, 9]","['0.9', '0.589', '0.958']",478.0,1222,1295,774,764,1058.0,Upper Tertiary,0.9,0.589,0.958,5,3,747.099,732.684,5,5,712.709,756.92,0.95,0.624,0.899,1.0,0.615,0.849,2,3
13,1009,55,64,4,F,668.484,4,6,"[8, 4, 5]","['0.72', '0.585', '0.998']",499.0,1206,1301,760,819,1044.0,Lower Tertiary,0.72,0.585,0.998,4,3,657.719,549.496,4,4,437.549,663.736,0.52,0.328,0.834,0.6,0.498,0.658,2,3
14,101,1,48,2,M,215.536,1,1,"[1, 1, 3]","['0.22', '0.148', '0.953']",449.0,640,685,,,117.0,Lower Secondary,0.22,0.148,0.953,1,1,109.203,87.066,,,,,,,,,,,2,3
15,1010,58,70,4,F,390.967,5,6,"[5, 9, 4]","['0.6', '0.464', '0.986']",492.0,1164,,824,791,1015.0,Lower Tertiary,0.6,0.464,0.986,4,,733.062,,5,5,260.437,175.139,0.8,0.326,0.706,0.8,0.208,0.973,2,3
16,1011,56,66,4,M,694.918,4,6,"[5, 6, 3]","['0.6', '0.695', '0.896']",446.0,1157,,871,884,928.0,Lower Tertiary,0.6,0.695,0.896,4,,697.019,,4,4,516.649,87.083,0.68,0.614,0.936,0.6,0.093,0.812,2,3
17,1012,60,74,3,M,773.905,5,6,"[6, 1, 4]","['0.48', '0.532', '0.778']",388.0,1159,1160,866,893,911.0,Upper Secondary,0.48,0.532,0.778,5,5,674.44,630.269,3,3,555.032,552.179,0.51,0.694,0.91,0.6,0.69,0.718,2,3
