,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,8,69,4,M,347.948,1,1,"[2, 2, 1]","['0.48', '0.261', '0.825']",372.0,540,,,,87.0,Lower Tertiary,0.48,0.261,0.825,5,,434.008,,,,,,4.0,,,,,,,4,7
1,1,8,49,4,F,563.326,1,2,"[3, 10, 6]","['0.52', '0.704', '0.468']",224.0,704,,,,390.0,Lower Tertiary,0.52,0.704,0.468,3,,600.63,,,,,,4.0,,,,,,,4,7
2,10,21,60,5,M,549.486,1,3,"[1, 7, 7]","['0.55', '0.584', '0.446']",213.0,529,665,,,267.0,Upper Tertiary,0.55,0.584,0.446,3,5,576.054,498.083,,,,,5.0,,,,,,,4,7
3,100,8,40,5,M,564.389,1,2,"[3, 10, 10]","['0.65', '0.705', '0.267']",125.0,,,,,,Upper Tertiary,0.65,0.705,0.267,,,,,,,,,,,,,,,,4,7
4,1000,46,46,5,F,643.463,4,5,"[5, 10, 1]","['0.75', '0.804', '0.829']",393.0,1217,1313,757,712,927.0,Upper Tertiary,0.75,0.804,0.829,4,4,791.601,794.032,5,5,636.006,764.291,5.0,0.9,0.716,0.944,0.95,0.764,0.958,4,7
5,1001,55,64,5,M,549.471,4,6,"[4, 7, 5]","['0.7', '0.584', '0.827']",393.0,1238,1274,864,773,1099.0,Upper Tertiary,0.7,0.584,0.827,5,5,795.45,708.363,5,5,609.98,789.588,5.0,0.75,0.457,0.891,0.7,0.592,0.696,4,7
6,1002,45,44,5,F,671.142,4,5,"[6, 3, 4]","['0.8', '0.545', '0.101']",48.0,1206,1304,883,758,977.0,Upper Tertiary,0.8,0.545,0.101,4,4,108.512,424.726,5,5,691.41,716.319,5.0,0.55,0.648,0.837,1.0,0.716,0.862,4,7
7,1003,55,64,5,M,676.017,4,6,"[2, 10, 4]","['0.6', '0.845', '0.312']",148.0,1192,1302,797,790,1078.0,Upper Tertiary,0.6,0.845,0.312,4,4,786.389,786.768,3,3,110.845,85.148,5.0,0.42,0.076,0.955,0.33,0.075,0.359,4,7
8,1004,45,44,5,M,799.31,4,5,"[2, 6, 5]","['0.6', '0.799', '0.729']",347.0,1187,1299,826,769,1035.0,Upper Tertiary,0.6,0.799,0.729,4,5,429.625,613.563,5,5,721.67,794.968,5.0,1.0,0.902,0.978,0.75,0.845,0.9,4,7
9,1005,49,52,5,F,655.041,4,5,"[7, 3, 4]","['0.85', '0.532', '0.702']",335.0,1289,1332,723,747,953.0,Upper Tertiary,0.85,0.532,0.702,5,4,733.448,142.49,2,2,148.1,182.605,5.0,0.22,0.139,0.151,0.3,0.16,0.677,4,7
10,1006,54,62,2,M,523.322,5,6,"[5, 2, 4]","['0.3', '0.392', '0.975']",466.0,1234,1291,764,803,1119.0,Lower Secondary,0.3,0.392,0.975,2,1,261.066,83.107,2,2,684.578,799.37,2.0,0.34,0.642,0.939,0.24,0.749,0.894,4,7
11,1007,54,62,5,M,674.275,4,6,"[3, 9, 4]","['0.65', '0.801', '0.883']",423.0,1230,1303,751,726,1054.0,Upper Tertiary,0.65,0.801,0.883,4,5,654.178,703.891,5,5,507.56,388.496,5.0,0.85,0.381,0.885,0.95,0.34,0.964,4,7
12,1008,48,50,5,F,413.742,4,5,"[1, 2, 10]","['0.55', '0.31', '0.919']",441.0,1167,1243,802,785,920.0,Upper Tertiary,0.55,0.31,0.919,4,5,108.171,756.736,3,3,465.787,487.794,5.0,0.48,0.524,0.815,0.57,0.427,0.93,4,7
13,1009,46,46,1,M,431.534,4,5,"[8, 6, 8]","['0.18', '0.432', '0.829']",397.0,1119,1140,733,735,830.0,Primary,0.18,0.432,0.829,2,2,430.27,442.393,4,4,542.242,192.825,1.0,0.44,0.644,0.986,0.44,0.133,0.903,4,7
14,101,1,58,4,M,564.342,1,1,"[4, 3, 6]","['0.56', '0.459', '0.534']",241.0,580,649,,,304.0,Lower Tertiary,0.56,0.459,0.534,4,4,169.407,462.209,,,,,4.0,,,,,,,4,7
15,1010,48,50,3,M,617.208,4,5,"[7, 2, 2]","['0.51', '0.463', '0.825']",395.0,1169,1208,821,806,1047.0,Upper Secondary,0.51,0.463,0.825,3,3,713.601,701.08,3,3,740.511,103.391,3.0,0.51,0.509,0.892,0.48,0.116,0.668,4,7
16,1011,46,46,4,F,109.031,4,5,"[9, 7, 2]","['0.76', '0.116', '0.424']",203.0,,,794,817,1036.0,Lower Tertiary,0.76,0.116,0.424,,,,,5,5,420.184,703.686,4.0,0.6,0.341,0.82,0.7,0.528,0.736,4,7
17,1012,55,64,2,F,799.876,4,6,"[4, 1, 4]","['0.28', '0.55', '0.818']",390.0,1181,1244,811,893,980.0,Lower Secondary,0.28,0.55,0.818,4,1,430.474,87.037,1,1,715.165,609.97,2.0,0.16,0.894,0.085,0.14,0.724,0.823,4,7
