,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,13,46,3,F,463.209,1,2,"[10, 9, 1]","['0.6', '0.55', '0.373']",182.0,635,688,,,450.0,Upper Secondary,0.6,0.55,0.373,3,5,794.834,686.494,,,,,,,,,,,2,5
1,1,11,56,5,F,651.458,1,2,"[5, 1, 10]","['0.75', '0.448', '0.452']",198.0,524,543,,,21.0,Upper Tertiary,0.75,0.448,0.452,5,4,794.811,133.377,,,,,,,,,,,2,5
2,10,3,59,2,F,236.314,1,1,"[2, 3, 3]","['0.24', '0.192', '0.952']",438.0,,,,,45.0,Lower Secondary,0.24,0.192,0.952,,,,,,,,,,,,,,,2,5
3,100,11,52,4,F,315.626,1,2,"[1, 9, 1]","['0.44', '0.375', '0.725']",342.0,575,728,,,323.0,Lower Tertiary,0.44,0.375,0.725,4,5,498.961,691.13,,,,,,,,,,,2,5
4,1000,57,68,4,M,71.152,5,6,"[10, 3, 8]","['0.8', '0.058', '0.949']",468.0,,,733,772,828.0,Lower Tertiary,0.8,0.058,0.949,,,,,5,5,712.335,666.177,0.85,0.534,0.892,0.75,0.458,0.913,2,5
5,1001,42,38,3,F,91.269,4,5,"[7, 9, 2]","['0.51', '0.108', '0.935']",462.0,,,801,826,1193.0,Upper Secondary,0.51,0.108,0.935,,,,,5,3,731.061,526.408,0.55,0.64,0.891,0.54,0.559,0.917,2,5
6,1002,44,42,5,F,771.468,3,5,"[1, 2, 3]","['0.55', '0.579', '0.808']",399.0,1198,1223,690,666,1013.0,Upper Tertiary,0.55,0.579,0.808,4,5,343.515,756.813,5,5,532.353,493.735,0.55,0.599,0.998,0.95,0.617,0.52,2,5
7,1003,56,66,4,M,163.769,4,6,"[4, 9, 3]","['0.56', '0.194', '0.237']",117.0,1132,1146,802,861,933.0,Lower Tertiary,0.56,0.194,0.237,5,5,439.17,582.463,5,5,693.196,532.7,0.6,0.607,0.89,0.75,0.4,0.918,2,5
8,1004,55,64,4,M,270.302,4,6,"[2, 1, 10]","['0.48', '0.186', '0.79']",391.0,1143,,782,858,867.0,Lower Tertiary,0.48,0.186,0.79,5,,663.709,,4,3,152.475,15.606,0.8,0.181,0.743,0.42,0.016,0.628,2,5
9,1005,58,70,1,M,148.261,5,6,"[1, 9, 10]","['0.11', '0.176', '0.869']",430.0,1025,1119,873,916,837.0,Primary,0.11,0.176,0.869,4,4,748.78,769.849,2,5,740.424,763.989,0.34,0.555,0.906,0.9,0.573,0.99,2,5
10,1006,61,76,4,M,760.797,4,6,"[1, 1, 9]","['0.44', '0.523', '0.933']",462.0,1060,1081,869,915,841.0,Lower Tertiary,0.44,0.523,0.933,3,2,115.729,315.957,5,5,380.323,711.208,0.85,0.452,0.89,0.85,0.889,0.946,2,5
11,1007,45,44,3,M,759.104,4,5,"[4, 4, 8]","['0.42', '0.664', '0.819']",404.0,1136,,868,954,937.0,Upper Secondary,0.42,0.664,0.819,5,,644.737,,3,2,743.018,567.168,0.39,0.929,0.708,0.28,0.674,0.898,2,5
12,1008,43,40,5,F,526.628,4,5,"[6, 7, 4]","['0.8', '0.56', '0.796']",393.0,1201,1224,778,762,1109.0,Upper Tertiary,0.8,0.56,0.796,5,4,774.081,189.633,5,5,671.2,294.608,0.8,0.713,0.832,0.85,0.203,0.707,2,5
