,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Spouse_Edu,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,14,65,5,M,596.714,1,2,"[3, 4, 2]","['0.65', '0.522', '0.405']",178.0,628,688,,,44.0,Upper Tertiary,0.65,0.522,0.405,5,4,698.453,101.415,,,,,3.0,,,,,,,5,9
1,1,17,63,3,F,520.135,1,2,"[8, 8, 5]","['0.54', '0.585', '0.433']",216.0,549,697,,,454.0,Upper Secondary,0.54,0.585,0.433,5,4,520.617,702.487,,,,,5.0,,,,,,,5,9
2,10,30,78,2,F,581.002,1,3,"[7, 8, 9]","['0.34', '0.654', '0.742']",340.0,582,716,,,513.0,Lower Secondary,0.34,0.654,0.742,3,4,562.589,610.552,,,,,5.0,,,,,,,5,9
3,100,16,63,4,M,182.277,1,2,"[3, 4, 7]","['0.52', '0.159', '0.919']",431.0,657,666,,,387.0,Lower Tertiary,0.52,0.159,0.919,3,4,37.169,686.406,,,,,3.0,,,,,,,5,9
4,1000,54,52,1,M,149.907,4,6,"[2, 3, 8]","['0.12', '0.122', '0.915']",455.0,1210,1272,753,747,990.0,Primary,0.12,0.122,0.915,1,2,347.961,431.805,5,4,747.52,361.332,3.0,0.55,0.607,0.93,0.48,0.271,0.956,5,9
5,1001,55,54,4,M,556.436,4,6,"[10, 10, 5]","['0.8', '0.696', '0.336']",167.0,1207,1267,811,758,1023.0,Lower Tertiary,0.8,0.696,0.336,5,5,698.701,786.593,5,4,383.97,538.314,5.0,0.75,0.48,0.53,0.56,0.404,0.584,5,9
6,1002,56,56,4,M,630.438,4,6,"[2, 5, 2]","['0.48', '0.591', '0.992']",494.0,1214,1244,764,774,1012.0,Lower Tertiary,0.48,0.591,0.992,2,2,766.316,776.727,1,2,799.964,799.851,5.0,0.17,0.8,0.82,0.26,0.7,0.687,5,9
7,1003,58,60,4,M,706.421,4,6,"[8, 5, 10]","['0.72', '0.662', '0.729']",364.0,1202,1227,867,892,987.0,Lower Tertiary,0.72,0.662,0.729,4,5,75.637,554.322,5,2,608.907,633.511,5.0,0.6,0.761,0.778,0.28,0.554,0.844,5,9
8,1004,46,36,3,M,645.741,4,5,"[2, 10, 4]","['0.36', '0.807', '0.733']",366.0,1270,1313,754,782,1057.0,Upper Secondary,0.36,0.807,0.733,5,5,798.096,798.27,2,4,745.789,746.291,4.0,0.3,0.792,0.922,0.6,0.793,0.944,5,9
9,1005,54,52,3,M,190.226,4,6,"[1, 9, 2]","['0.33', '0.226', '0.98']",490.0,1240,1280,882,861,1071.0,Upper Secondary,0.33,0.226,0.98,4,4,585.002,361.801,3,5,8.396,514.78,4.0,0.51,0.006,0.98,0.65,0.579,0.862,5,9
10,1006,45,34,1,F,654.497,4,5,"[1, 4, 3]","['0.11', '0.573', '0.856']",427.0,1226,1245,832,785,1046.0,Primary,0.11,0.573,0.856,3,4,100.687,6.551,5,4,679.197,115.678,5.0,1.0,0.594,0.982,0.8,0.137,0.944,5,9
11,1007,63,70,5,M,529.185,5,6,"[10, 10, 9]","['1.0', '0.661', '0.884']",441.0,1273,1302,836,844,1081.0,Upper Tertiary,1.0,0.661,0.884,5,5,620.337,731.437,4,5,144.985,632.526,4.0,0.64,0.127,0.998,0.9,0.514,0.922,5,9
12,1008,44,32,4,F,796.609,4,5,"[8, 7, 9]","['0.72', '0.846', '0.721']",360.0,1212,1239,812,829,984.0,Lower Tertiary,0.72,0.846,0.721,5,5,747.116,741.823,5,2,779.142,771.692,5.0,0.6,0.828,0.647,0.32,0.916,0.596,5,9
13,1009,54,52,5,M,777.382,4,6,"[9, 5, 2]","['0.95', '0.729', '0.928']",464.0,1229,1238,921,912,1028.0,Upper Tertiary,0.95,0.729,0.928,5,5,673.172,644.144,4,5,717.087,717.315,4.0,0.52,0.672,0.816,0.55,0.897,0.974,5,9
14,101,2,50,1,M,115.373,1,1,"[3, 9, 7]","['0.13', '0.137', '0.991']",460.0,,,,,,Primary,0.13,0.137,0.991,,,,,,,,,,,,,,,,5,9
15,1010,54,52,4,F,717.065,4,6,"[3, 3, 4]","['0.52', '0.583', '0.992']",495.0,1205,1234,877,891,1036.0,Lower Tertiary,0.52,0.583,0.992,4,5,622.766,457.538,5,4,753.29,274.307,3.0,0.85,0.706,0.834,0.72,0.326,0.854,5,9
16,1011,56,56,3,F,750.275,4,6,"[7, 8, 3]","['0.51', '0.844', '0.87']",435.0,1211,1263,859,839,1050.0,Upper Secondary,0.51,0.844,0.87,3,5,715.012,740.618,2,5,797.788,747.481,5.0,0.22,0.947,0.548,0.6,0.747,0.852,5,9
17,1012,60,64,5,F,592.327,4,6,"[2, 8, 8]","['0.6', '0.666', '0.996']",496.0,1214,1244,881,852,1002.0,Upper Tertiary,0.6,0.666,0.996,2,2,766.316,776.727,5,4,468.03,181.267,4.0,0.65,0.322,0.956,0.48,0.227,0.564,5,9
18,1013,54,52,5,M,747.895,4,6,"[4, 10, 1]","['0.7', '0.935', '0.806']",402.0,1247,1291,824,813,1089.0,Upper Tertiary,0.7,0.935,0.806,5,4,797.891,759.486,5,4,739.696,281.958,4.0,0.95,0.925,0.725,0.68,0.3,0.454,5,9
