,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,1,52,4,F,583.447,1,1,"[1, 10, 8]","['0.44', '0.729', '0.568']",279.0,,,,,,Lower Tertiary,0.44,0.729,0.568,,,,,,,,,,,,,,,3,4
1,1,27,69,5,F,570.454,1,3,"[6, 8, 2]","['0.8', '0.642', '0.164']",77.0,768,847,,,294.0,Upper Tertiary,0.8,0.642,0.164,5,4,553.867,640.569,,,,,,,,,,,3,4
2,10,13,57,2,F,427.198,1,2,"[9, 1, 3]","['0.38', '0.294', '0.832']",400.0,573,,,,196.0,Lower Secondary,0.38,0.294,0.832,5,,337.598,,,,,,,,,,,,3,4
3,100,3,47,3,F,205.696,1,1,"[1, 7, 5]","['0.33', '0.219', '0.938']",426.0,,,,,350.0,Upper Secondary,0.33,0.219,0.938,,,,,,,,,,,,,,,3,4
4,1000,58,64,5,F,635.452,4,6,"[2, 8, 4]","['0.6', '0.715', '0.976']",478.0,1156,1212,877,819,1012.0,Upper Tertiary,0.6,0.715,0.976,3,3,318.639,151.877,4,5,628.667,764.319,0.64,0.629,0.78,0.75,0.717,0.958,3,4
5,1001,59,66,4,M,94.658,4,6,"[7, 5, 8]","['0.68', '0.089', '0.778']",381.0,1224,1243,802,838,1042.0,Lower Tertiary,0.68,0.089,0.778,5,5,789.212,737.283,5,3,326.026,255.859,0.6,0.285,0.708,0.57,0.224,0.662,3,4
6,1002,59,66,4,M,765.182,5,6,"[1, 4, 2]","['0.44', '0.67', '0.982']",480.0,1307,1344,809,764,1155.0,Lower Tertiary,0.44,0.67,0.982,2,1,29.663,62.743,4,5,78.465,619.965,0.64,0.098,0.724,0.85,0.542,0.331,3,4
7,1003,45,38,4,F,689.312,4,5,"[8, 5, 9]","['0.72', '0.646', '0.973']",477.0,1160,1194,851,783,904.0,Lower Tertiary,0.72,0.646,0.973,4,4,97.848,42.181,4,3,717.621,716.929,0.68,0.852,0.892,0.33,0.851,0.848,3,4
8,1004,60,68,5,M,724.997,4,6,"[10, 2, 7]","['1.0', '0.544', '0.849']",417.0,1168,1191,780,757,978.0,Upper Tertiary,1.0,0.544,0.849,5,5,707.443,694.914,5,4,680.358,549.969,0.8,0.723,0.752,0.56,0.687,0.818,3,4
9,1005,58,64,1,M,37.407,5,7,"[9, 7, 4]","['0.19', '0.04', '0.657']",322.0,1287,1289,777,863,1129.0,Primary,0.19,0.04,0.657,5,4,454.822,385.007,5,4,740.513,260.939,0.95,0.509,0.878,0.8,0.196,0.998,3,4
10,1006,57,62,5,M,550.527,4,6,"[1, 7, 8]","['0.55', '0.585', '0.959']",471.0,1206,1261,843,849,1035.0,Upper Tertiary,0.55,0.585,0.959,3,3,141.377,157.17,5,4,548.282,507.274,1.0,0.411,0.734,0.52,0.539,0.735,3,4
11,1007,61,70,5,F,732.964,4,6,"[3, 9, 3]","['0.65', '0.87', '0.982']",483.0,1167,1192,853,858,936.0,Upper Tertiary,0.65,0.87,0.982,1,3,776.621,740.94,5,4,582.571,765.682,1.0,0.692,0.76,0.76,0.814,0.289,3,4
12,1008,57,62,2,F,636.27,5,6,"[3, 1, 10]","['0.26', '0.437', '0.876']",430.0,1161,1211,758,742,919.0,Lower Secondary,0.26,0.437,0.876,4,3,193.735,345.63,4,3,215.359,56.51,0.72,0.215,0.97,0.54,0.057,0.854,3,4
13,1009,59,66,5,F,767.929,4,6,"[8, 8, 8]","['0.9', '0.864', '0.665']",327.0,1170,1225,781,844,921.0,Upper Tertiary,0.9,0.864,0.665,4,4,788.956,784.756,5,4,688.12,27.771,1.0,0.473,0.859,0.68,0.033,0.992,3,4
14,101,0,55,3,F,269.544,1,1,"[6, 2, 3]","['0.48', '0.202', '0']",,,,,,,Upper Secondary,0.48,0.202,0,,,,,,,,,,,,,,,3,4
15,1010,57,62,5,M,518.066,4,6,"[8, 8, 7]","['0.9', '0.583', '0.659']",325.0,1215,1246,872,826,1054.0,Upper Tertiary,0.9,0.583,0.659,4,4,294.837,234.644,4,5,630.878,575.132,0.72,0.473,0.622,0.65,0.647,0.185,3,4
16,1011,57,62,3,M,62.319,4,6,"[10, 3, 1]","['0.6', '0.051', '0.778']",383.0,1196,1258,846,837,1069.0,Upper Secondary,0.6,0.051,0.778,4,5,215.154,699.244,3,5,731.161,661.424,0.42,0.594,0.914,0.55,0.62,0.76,3,4
17,1012,58,64,2,M,24.737,4,6,"[6, 1, 3]","['0.32', '0.017', '0.765']",374.0,1156,1212,880,821,1000.0,Lower Secondary,0.32,0.017,0.765,3,3,318.639,151.877,5,5,554.337,708.306,0.85,0.52,0.998,0.6,0.531,0.828,3,4
18,1013,59,66,5,F,488.216,4,6,"[6, 4, 1]","['0.8', '0.427', '0.761']",372.0,1180,1208,850,848,950.0,Upper Tertiary,0.8,0.427,0.761,5,5,784.642,610.425,4,3,158.722,342.224,0.56,0.159,0.922,0.48,0.385,0.952,3,4
19,1014,58,64,4,F,17.712,5,6,"[7, 5, 3]","['0.68', '0.017', '0.998']",489.0,1157,1184,824,855,967.0,Lower Tertiary,0.68,0.017,0.998,5,5,438.128,760.678,5,4,359.646,308.617,0.8,0.27,0.964,0.64,0.212,0.994,3,4
20,1015,57,62,5,M,711.819,5,6,"[8, 2, 3]","['0.9', '0.534', '0.949']",465.0,1210,1257,786,825,1089.0,Upper Tertiary,0.9,0.534,0.949,4,4,58.066,442.42,2,1,116.626,338.854,0.34,0.102,0.73,0.19,0.275,0.889,3,4
21,1016,59,66,5,M,754.471,4,6,"[4, 8, 7]","['0.7', '0.849', '0.679']",332.0,1189,1240,813,875,1056.0,Upper Tertiary,0.7,0.849,0.679,5,5,667.828,627.105,2,3,17.974,196.004,0.4,0.017,0.783,0.39,0.135,0.546,3,4
22,1017,51,50,4,M,260.009,4,5,"[7, 1, 2]","['0.68', '0.179', '0.884']",433.0,1281,1283,836,839,1125.0,Lower Tertiary,0.68,0.179,0.884,5,4,790.739,27.286,4,5,418.124,786.927,0.6,0.392,0.974,0.8,0.541,0.687,3,4
