,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,0,49,3,F,175.809,1,1,"[7, 8, 7]","['0.51', '0.198', '0']",,,,,,,Upper Secondary,0.51,0.198,0,,,,,,,,,,,,,,,3,2
1,1,14,59,3,F,383.869,1,2,"[2, 9, 8]","['0.36', '0.456', '0.783']",349.0,577,670,,,222.0,Upper Secondary,0.36,0.456,0.783,4,4,698.798,599.658,,,,,,,,,,,3,2
2,10,16,60,3,F,271.307,1,2,"[7, 7, 10]","['0.51', '0.288', '0.753']",366.0,682,705,,,142.0,Upper Secondary,0.51,0.288,0.753,5,5,268.263,361.66,,,,,,,,,,,3,2
3,100,20,75,3,F,208.238,1,2,"[4, 2, 6]","['0.42', '0.156', '0.925']",417.0,690,,,,104.0,Upper Secondary,0.42,0.156,0.925,2,,55.962,,,,,,,,,,,,3,2
4,1000,59,64,5,M,759.077,4,6,"[6, 1, 1]","['0.8', '0.522', '0.876']",432.0,1200,1259,780,840,1041.0,Upper Tertiary,0.8,0.522,0.876,4,5,58.601,745.241,5,3,740.667,781.259,0.9,0.787,0.92,0.6,0.879,0.826,3,2
5,1001,65,76,2,F,701.433,4,6,"[3, 8, 1]","['0.26', '0.789', '0.913']",451.0,1211,1262,810,843,973.0,Lower Secondary,0.26,0.789,0.913,5,2,639.055,703.332,2,3,699.472,421.228,0.26,0.612,0.797,0.33,0.474,0.874,3,2
6,1002,54,54,4,M,742.667,4,5,"[4, 10, 10]","['0.56', '0.928', '0.978']",484.0,1180,1217,830,853,972.0,Lower Tertiary,0.56,0.928,0.978,4,1,799.886,799.276,5,4,620.906,266.801,0.8,0.737,0.806,0.68,0.283,0.835,3,2
7,1003,57,60,5,F,717.822,4,6,"[2, 9, 3]","['0.6', '0.852', '0.78']",387.0,1192,1250,784,859,974.0,Upper Tertiary,0.6,0.852,0.78,5,4,799.591,799.679,5,3,794.552,183.784,0.65,0.596,0.648,0.51,0.218,0.74,3,2
8,1004,52,50,4,F,100.506,4,5,"[6, 10, 10]","['0.64', '0.126', '0.887']",441.0,1199,1257,814,811,1013.0,Lower Tertiary,0.64,0.126,0.887,5,5,677.972,765.725,5,3,522.733,165.325,0.8,0.457,0.402,0.57,0.114,0.649,3,2
9,1005,58,62,5,F,631.573,4,6,"[10, 3, 9]","['1.0', '0.513', '0.938']",467.0,1184,1230,839,803,1064.0,Upper Tertiary,1.0,0.513,0.938,5,5,572.573,743.45,3,5,606.81,785.141,0.33,0.683,0.854,0.7,0.834,0.651,3,2
10,1006,58,62,3,F,648.258,4,6,"[3, 3, 3]","['0.39', '0.527', '0.723']",361.0,1186,1255,753,773,988.0,Upper Secondary,0.39,0.527,0.723,2,5,147.989,626.752,4,5,797.686,798.365,0.64,0.897,0.97,0.65,0.798,0.782,3,2
11,1007,64,74,5,F,799.075,4,6,"[7, 3, 3]","['0.85', '0.649', '0.755']",375.0,1198,1258,825,857,1058.0,Upper Tertiary,0.85,0.649,0.755,5,4,582.517,76.819,5,4,795.312,751.713,0.75,0.994,0.754,0.6,0.893,0.798,3,2
