,AgentID,Step,Age,Edu_level,Gender,Income,Generation,Cohort,Weight,Capital,Brut,Child1,Child2,Mother,Father,Partner,Education,Cultural,Economic,Social,Child1_Edu,Child2_Edu,Child1_Income,Child2_Income,Mother_Edu,Father_Edu,Mother_Income,Father_Income,Mother_Cultural,Mother_Economic,Mother_Social,Father_Cultural,Father_Economic,Father_Social,Scenario,Replication
0,0,19,58,3,F,384.334,1,2,"[2, 2, 5]","['0.36', '0.288', '0.865']",398.0,705,721,,,23.0,Upper Secondary,0.36,0.288,0.865,5,3,338.495,199.631,,,,,,,,,,,1,6
1,1,0,57,3,M,428.427,1,1,"[10, 9, 2]","['0.6', '0.509', '0']",,,,,,,Upper Secondary,0.6,0.509,0,,,,,,,,,,,,,,,1,6
2,10,25,66,1,F,560.596,1,3,"[4, 5, 3]","['0.14', '0.526', '0.972']",444.0,568,706,,,511.0,Primary,0.14,0.526,0.972,4,2,431.526,141.108,,,,,,,,,,,1,6
3,100,0,58,5,M,607.619,1,1,"[5, 3, 10]","['0.75', '0.494', '0']",,,,,,,Upper Tertiary,0.75,0.494,0,,,,,,,,,,,,,,,1,6
4,1000,45,34,1,M,209.476,4,5,"[3, 9, 6]","['0.13', '0.249', '0.92']",459.0,1213,1265,904,861,1052.0,Primary,0.13,0.249,0.92,2,3,730.303,229.257,4,3,720.185,214.188,0.68,0.495,0.992,0.39,0.174,0.958,1,6
5,1001,54,52,5,M,379.926,4,6,"[8, 3, 9]","['0.9', '0.309', '0.938']",468.0,1233,1256,781,755,1025.0,Upper Tertiary,0.9,0.309,0.938,5,4,297.927,73.209,4,4,399.809,181.158,0.52,0.275,0.926,0.72,0.159,0.92,1,6
6,1002,45,34,5,F,708.487,4,5,"[1, 8, 8]","['0.55', '0.797', '0.812']",406.0,1205,1219,777,798,996.0,Upper Tertiary,0.55,0.797,0.812,4,5,350.961,573.862,4,3,642.433,620.893,0.56,0.763,0.697,0.51,0.699,0.832,1,6
7,1003,58,60,5,M,493.333,4,6,"[9, 2, 3]","['0.95', '0.37', '0.926']",463.0,1225,1276,837,801,1019.0,Upper Tertiary,0.95,0.37,0.926,5,2,509.91,613.39,5,4,611.933,611.996,0.75,0.65,0.952,0.76,0.688,0.763,1,6
8,1004,47,38,3,M,681.163,4,5,"[1, 8, 3]","['0.33', '0.766', '0.792']",396.0,1211,1258,846,858,1047.0,Upper Secondary,0.33,0.766,0.792,3,2,641.45,688.0,1,3,171.634,747.553,0.18,0.182,0.664,0.39,0.561,0.702,1,6
9,1005,54,52,5,M,592.711,4,6,"[5, 8, 6]","['0.75', '0.667', '0.868']",434.0,1222,1254,770,790,1024.0,Upper Tertiary,0.75,0.667,0.868,4,4,740.024,778.491,5,5,690.256,674.698,1.0,0.604,0.713,0.95,0.717,0.884,1,6
